trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	30/14	2.1	2	numeric	word	noninformative	0	1.6	3.5	2.6	4.9	0.5	3.3
math	28/27	1.0	5	numeric	numeric	informative	4	1.8	3.6	2.1	3.8	0.5	6.3
math	23+12	35.0	42	word	word	noninformative	7	3.0	4.9	2.7	2.9	0.5	6.6
baseline	3	3.0	7	numeric	word	informative	4	1.2	3.8	2.1	3.1	0.5	5.5
math	17/1	17.0	19	word	word	informative	2	2.1	4.2	2.9	6.5	0.5	4.9
baseline	22	22.0	23	word	word	informative	1	1.5	4.6	2.9	4.0	0.5	3.2
math	19+5	24.0	27	word	word	informative	3	2.3	3.8	1.7	3.9	0.5	5.7
baseline	16	16.0	21	word	word	informative	5	1.4	4.0	1.9	5.1	0.5	3.2
math	18*12	216.0	225	word	word	noninformative	9	2.0	5.3	2.6	7.2	0.5	4.9
baseline	10	10.0	13	numeric	numeric	noninformative	3	1.6	4.7	2.4	4.6	0.5	6.9
math	15*13	195.0	186	word	word	noninformative	-9	2.1	3.7	2.3	3.4	0.5	3.4
baseline	15	15.0	7	numeric	word	informative	-8	2.2	4.9	1.5	6.4	0.5	6.9
math	24-3	21.0	11	numeric	numeric	informative	-10	1.9	5.7	1.4	5.1	0.5	2.7
math	28-19	9.0	10	word	numeric	noninformative	1	2.2	2.9	2.9	4.6	0.5	5.5
math	26*8	208.0	207	numeric	numeric	informative	-1	2.1	4.6	2.9	2.9	0.5	6.0
baseline	29	29.0	30	word	numeric	noninformative	1	2.6	4.2	1.3	5.0	0.5	3.1
math	22/3	7.3	8	numeric	word	noninformative	1	2.4	3.5	2.2	4.0	0.5	3.1
math	24+6	30.0	28	numeric	numeric	noninformative	-2	1.5	6.6	2.2	5.7	0.5	4.0
math	2-8	-6.0	-8	numeric	word	noninformative	-2	2.6	3.7	1.7	4.8	0.5	5.0
baseline	11	11.0	14	word	numeric	informative	3	1.3	4.3	2.1	3.3	0.5	4.3
math	11*8	88.0	93	word	numeric	noninformative	5	2.8	4.2	1.8	3.4	0.5	5.4
math	11+7	18.0	18	word	numeric	noninformative	0	2.2	4.3	1.1	4.3	0.5	3.1
math	4-27	-23.0	-23	numeric	numeric	informative	0	1.3	5.0	1.1	4.8	0.5	5.0
baseline	3	3.0	3	numeric	numeric	informative	0	2.6	3.6	2.8	2.9	0.5	14.3
