trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	17/14	1.2	9	word	numeric	noninformative	8	2.4	2.6	2.0	5.9	3.3	4.3
baseline	29	29.0	28	word	numeric	informative	-1	1.8	3.0	2.0	3.1	2.0	6.1
math	16*10	160.0	157	numeric	numeric	informative	-3	1.8	1.1	2.0	4.7	4.9	6.1
math	5+30	35.0	38	word	word	informative	3	2.3	3.0	2.0	3.2	6.7	4.3
math	15/4	3.8	4	numeric	numeric	informative	0	2.8	2.8	2.0	3.9	3.7	6.5
baseline	16	16.0	16	numeric	word	informative	0	2.3	2.1	2.0	3.7	4.6	4.5
math	28-4	24.0	18	numeric	numeric	noninformative	-6	3.0	1.2	2.0	2.9	5.8	3.1
math	30-1	29.0	33	numeric	word	noninformative	4	2.1	2.7	2.0	6.3	3.4	3.8
math	8-13	-5.0	-13	numeric	word	noninformative	-8	1.4	1.7	2.0	4.2	3.6	3.5
math	1+17	18.0	20	word	word	informative	2	2.3	1.2	2.0	4.4	3.5	4.1
baseline	22	22.0	12	numeric	numeric	noninformative	-10	1.9	2.2	2.0	4.3	7.1	4.1
math	26+12	38.0	34	word	numeric	informative	-4	2.7	2.1	2.0	7.3	4.6	3.3
math	23*22	506.0	501	word	word	informative	-5	1.3	2.3	2.0	4.8	4.2	5.9
math	7-23	-16.0	-17	numeric	numeric	noninformative	-1	2.5	2.1	2.0	6.7	2.8	5.7
math	17/2	8.5	8	word	word	noninformative	0	1.5	1.1	2.0	6.7	3.7	5.2
math	23*5	115.0	107	numeric	word	noninformative	-8	1.4	1.8	2.0	7.0	3.8	6.1
baseline	27	27.0	27	numeric	word	informative	0	1.6	2.4	2.0	5.4	3.9	5.5
baseline	25	25.0	23	word	word	noninformative	-2	1.8	1.6	2.0	4.3	4.5	3.6
baseline	23	23.0	26	numeric	word	noninformative	3	2.3	3.0	2.0	4.3	6.0	4.3
math	27/6	4.5	4	numeric	numeric	informative	0	1.4	2.7	2.0	6.0	5.7	4.0
baseline	27	27.0	33	word	word	noninformative	6	1.6	1.3	2.0	7.4	2.8	4.6
baseline	3	3.0	2	word	numeric	informative	-1	1.9	2.8	2.0	4.7	4.4	4.7
math	27*22	594.0	597	word	numeric	informative	3	1.0	1.8	2.0	4.3	4.9	4.1
math	3+24	27.0	17	word	numeric	noninformative	-10	2.5	2.5	2.0	7.0	5.8	3.7
