trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	30+21	51.0	52	word	numeric	informative	1	2.8	2.6	2.0	3.8	4.6	4.0
math	21-11	10.0	16	word	word	informative	6	1.2	2.1	2.0	4.6	4.5	6.0
baseline	2	2.0	2	numeric	numeric	informative	0	2.0	1.6	2.0	5.1	4.2	3.9
math	9+30	39.0	42	word	numeric	noninformative	3	1.6	2.9	2.0	3.7	3.5	4.1
math	19/1	19.0	13	word	word	noninformative	-6	2.0	2.6	2.0	4.1	5.3	3.8
math	1*26	26.0	23	word	word	noninformative	-3	1.2	2.1	2.0	3.1	3.6	5.2
baseline	24	24.0	26	numeric	numeric	noninformative	2	2.0	2.2	2.0	7.1	6.2	4.8
math	3*17	51.0	51	numeric	numeric	noninformative	0	2.8	2.0	2.0	5.1	4.0	5.5
math	8*20	160.0	170	word	word	noninformative	10	3.0	2.7	2.0	5.7	6.1	3.1
math	26-13	13.0	10	word	word	informative	-3	2.2	2.0	2.0	4.8	5.2	3.1
math	27/15	1.8	5	numeric	numeric	informative	3	2.5	2.4	2.0	5.7	3.8	4.0
baseline	7	7.0	4	numeric	word	informative	-3	2.1	2.7	2.0	5.5	5.9	5.0
baseline	20	20.0	16	numeric	numeric	informative	-4	2.6	2.9	2.0	3.2	4.0	3.4
math	28/18	1.6	0	numeric	numeric	noninformative	-2	2.1	2.7	2.0	3.6	5.3	4.5
baseline	26	26.0	32	word	word	informative	6	2.4	2.6	2.0	4.6	3.4	5.0
baseline	1	1.0	-7	word	numeric	informative	-8	1.8	2.7	2.0	5.9	3.2	3.2
math	11+22	33.0	38	word	word	noninformative	5	2.2	1.6	2.0	3.8	4.9	5.6
math	7*17	119.0	118	numeric	word	noninformative	-1	2.1	2.0	2.0	2.3	7.2	3.7
math	27+11	38.0	32	numeric	word	noninformative	-6	1.0	1.4	2.0	7.1	3.9	7.2
math	14-8	6.0	8	numeric	numeric	informative	2	2.5	2.1	2.0	5.3	5.3	3.6
math	2-1	1.0	1	word	word	informative	0	2.2	1.2	2.0	4.3	3.9	6.8
baseline	14	14.0	12	numeric	numeric	noninformative	-2	1.4	2.0	2.0	4.9	5.1	4.8
baseline	26	26.0	32	numeric	word	noninformative	6	2.8	1.2	2.0	3.4	4.0	5.5
math	23/17	1.4	5	word	numeric	informative	4	2.5	2.7	2.0	6.1	4.4	3.9
