trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	9-9	0.0	-2	numeric	numeric	noninformative	-2	1.7	4.6	2.7	5.4	0.5	5.2
math	18/1	18.0	19	word	word	noninformative	1	2.3	4.1	2.2	4.6	0.5	6.8
baseline	14	14.0	11	numeric	numeric	informative	-3	2.0	6.5	1.7	6.3	0.5	4.4
math	24-8	16.0	14	word	numeric	noninformative	-2	2.2	4.6	1.9	4.3	0.5	4.7
math	4*11	44.0	42	numeric	word	informative	-2	1.5	6.8	1.6	3.3	0.5	5.3
baseline	30	30.0	25	numeric	word	noninformative	-5	2.0	2.7	1.3	3.4	0.5	3.0
math	30/12	2.5	12	numeric	word	noninformative	9	2.4	2.8	1.7	4.3	0.5	5.1
math	1+19	20.0	22	numeric	word	informative	2	1.9	3.0	1.4	3.6	0.5	7.8
baseline	23	23.0	23	word	word	noninformative	0	1.1	4.7	2.6	5.1	0.5	5.0
math	2*9	18.0	13	numeric	word	noninformative	-5	2.1	3.9	1.3	4.1	0.5	4.2
math	15/2	7.5	6	word	numeric	informative	-1	2.1	4.4	2.9	4.5	0.5	4.2
baseline	13	13.0	14	numeric	numeric	noninformative	1	1.2	3.9	2.8	4.5	0.5	3.6
math	24+16	40.0	45	word	word	informative	5	1.5	3.4	1.4	3.7	0.5	5.1
math	20+10	30.0	31	word	numeric	informative	1	2.7	4.1	1.4	3.5	0.5	5.7
baseline	20	20.0	27	numeric	word	informative	7	2.8	4.5	2.3	3.8	0.5	3.1
baseline	23	23.0	26	numeric	numeric	informative	3	1.5	4.2	2.9	7.5	0.5	4.5
baseline	15	15.0	25	word	numeric	noninformative	10	1.4	3.9	1.0	4.8	0.5	4.1
math	22/18	1.2	7	word	word	noninformative	6	2.3	4.3	2.6	4.5	0.5	6.1
math	1-3	-2.0	-2	numeric	word	informative	0	1.0	4.2	2.8	6.5	0.5	4.0
math	29-22	7.0	17	word	numeric	noninformative	10	2.4	4.9	1.4	3.8	0.5	5.2
math	16*3	48.0	47	word	word	noninformative	-1	2.8	5.2	2.7	4.7	0.5	4.7
math	8*21	168.0	161	word	numeric	informative	-7	1.4	7.3	2.0	3.8	0.5	4.2
baseline	26	26.0	23	word	numeric	informative	-3	2.0	4.0	1.6	5.3	0.5	7.2
math	9+26	35.0	32	numeric	numeric	informative	-3	1.4	4.3	1.3	5.5	0.5	8.5
