trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	25/21	1.2	5	numeric	numeric	informative	4	2.9	3.2	1.9	5.9	0.5	4.6
addition	7+8	15.0	13	word	word	noninformative	-2	1.5	3.8	2.4	5.9	0.5	5.5
subtraction	13-8	5.0	4	numeric	word	noninformative	-1	2.2	3.5	1.8	2.9	0.5	3.7
subtraction	5-18	-13.0	-14	numeric	word	informative	-1	1.9	3.8	2.3	5.0	0.5	4.6
addition	28+19	47.0	44	word	word	informative	-3	2.5	3.5	2.2	5.5	0.5	3.6
division	27/3	9.0	0	word	numeric	informative	-9	1.0	3.3	1.2	5.7	0.5	3.6
subtraction	6-23	-17.0	-22	numeric	word	informative	-5	1.7	4.2	2.9	3.6	0.5	4.5
division	19/10	1.9	1	word	numeric	noninformative	-1	2.8	5.7	2.5	5.4	0.5	4.5
addition	15+11	26.0	26	word	numeric	noninformative	0	1.9	3.1	2.4	2.9	0.5	4.5
addition	11+30	41.0	45	word	numeric	noninformative	4	3.0	2.5	1.7	2.5	0.5	7.9
subtraction	12-4	8.0	6	word	word	informative	-2	2.7	5.6	1.1	3.6	0.5	2.8
addition	13+11	24.0	18	numeric	word	informative	-6	3.0	4.4	2.6	5.6	0.5	4.0
multiplication	12*8	96.0	97	numeric	numeric	noninformative	1	2.8	5.1	2.9	5.6	0.5	5.6
division	26/13	2.0	-1	word	numeric	informative	-3	1.6	3.5	1.6	4.1	0.5	3.0
multiplication	4*9	36.0	33	numeric	numeric	informative	-3	2.7	3.8	2.3	4.0	0.5	3.2
multiplication	28*5	140.0	139	numeric	word	noninformative	-1	1.2	4.4	1.5	4.5	0.5	3.4
division	24/10	2.4	5	word	numeric	noninformative	3	2.6	4.4	1.4	2.8	0.5	5.5
division	22/19	1.2	7	numeric	word	noninformative	6	1.5	6.3	1.8	4.6	0.5	4.6
multiplication	30*3	90.0	85	word	word	noninformative	-5	1.2	6.0	2.3	4.7	0.5	5.9
multiplication	30*5	150.0	145	numeric	word	noninformative	-5	2.9	4.9	2.0	6.3	0.5	5.0
subtraction	8-5	3.0	3	word	word	noninformative	0	2.7	5.7	2.7	5.3	0.5	4.5
addition	3+17	20.0	16	numeric	numeric	informative	-4	2.0	5.3	1.3	5.1	0.5	5.5
multiplication	27*4	108.0	104	numeric	numeric	informative	-4	2.7	3.9	3.0	4.8	0.5	4.8
subtraction	15-23	-8.0	2	word	numeric	informative	10	2.2	3.8	1.6	5.0	0.5	3.5
