trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	9-28	-19.0	-21	word	numeric	noninformative	-2	1.0	5.3	1.8	4.7	0.5	6.8
division	11/7	1.6	1	word	word	noninformative	-1	2.9	5.6	2.0	3.7	0.5	5.1
multiplication	1*1	1.0	3	numeric	word	informative	2	1.9	3.1	2.4	3.9	0.5	3.6
multiplication	8*6	48.0	51	word	word	informative	3	2.2	5.5	3.0	3.4	0.5	4.1
subtraction	12-8	4.0	10	numeric	word	informative	6	2.7	5.4	2.2	5.5	0.5	4.7
subtraction	10-9	1.0	-1	word	word	noninformative	-2	2.5	4.1	2.6	3.9	0.5	3.0
multiplication	11*7	77.0	75	numeric	word	noninformative	-2	2.9	4.0	1.4	5.5	0.5	5.3
addition	30+3	33.0	24	numeric	numeric	informative	-9	2.7	7.9	1.6	5.0	0.5	5.7
subtraction	27-25	2.0	-5	numeric	numeric	noninformative	-7	2.7	3.7	1.9	4.5	0.5	2.9
addition	24+8	32.0	26	numeric	numeric	noninformative	-6	2.7	4.6	1.7	3.5	0.5	3.5
division	13/10	1.3	0	word	numeric	noninformative	-1	1.7	4.5	1.2	4.1	0.5	3.6
division	25/11	2.3	2	numeric	numeric	noninformative	0	1.4	3.6	1.5	8.0	0.5	3.8
addition	7+10	17.0	15	numeric	numeric	informative	-2	2.6	5.6	1.4	3.4	0.5	5.5
multiplication	11*8	88.0	86	word	numeric	informative	-2	2.8	3.5	2.6	3.9	0.5	4.3
subtraction	18-10	8.0	6	numeric	word	informative	-2	1.1	4.8	2.9	3.8	0.5	3.0
addition	11+5	16.0	14	numeric	numeric	informative	-2	1.3	3.7	1.9	6.9	0.5	4.0
division	19/2	9.5	4	numeric	numeric	informative	-6	1.4	4.3	1.1	5.6	0.5	5.6
multiplication	12*9	108.0	109	word	word	informative	1	1.1	3.5	2.3	3.2	0.5	3.2
subtraction	25-19	6.0	-1	numeric	numeric	noninformative	-7	2.0	5.6	2.6	3.7	0.5	3.6
multiplication	13*5	65.0	66	word	word	noninformative	1	2.5	4.6	1.6	4.0	0.5	3.8
addition	7+30	37.0	37	word	word	informative	0	2.0	6.5	2.0	4.4	0.5	3.7
addition	28+28	56.0	64	word	word	noninformative	8	1.4	2.7	1.4	5.3	0.5	3.7
division	17/16	1.1	-2	word	word	informative	-3	1.8	3.8	1.7	5.4	0.5	5.0
division	21/18	1.2	0	word	numeric	noninformative	-1	2.1	3.7	2.0	6.7	0.5	4.5
