trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	10*26	260.0	257	word	numeric	noninformative	-3	2.2	1.4	2.0	4.9	4.2	4.5
math	16-3	13.0	18	numeric	word	informative	5	1.3	2.4	2.0	3.5	4.9	5.2
baseline	4	4.0	4	numeric	word	noninformative	0	1.5	2.6	2.0	3.9	5.3	3.9
math	15-20	-5.0	-4	word	numeric	noninformative	1	1.6	1.6	2.0	4.5	6.1	7.3
math	19+29	48.0	42	word	word	informative	-6	2.7	2.6	2.0	5.1	4.8	5.9
baseline	21	21.0	28	word	numeric	noninformative	7	1.0	1.4	2.0	5.6	7.0	4.7
math	7*8	56.0	56	numeric	word	noninformative	0	2.7	2.0	2.0	5.6	3.7	5.0
math	2*25	50.0	46	numeric	word	informative	-4	1.7	2.5	2.0	4.8	5.1	4.6
math	15+14	29.0	26	numeric	numeric	informative	-3	2.0	1.7	2.0	7.1	4.2	5.1
math	7/5	1.4	10	word	word	noninformative	9	2.1	1.8	2.0	2.8	6.0	2.5
math	30/8	3.8	12	numeric	numeric	informative	8	2.7	2.6	2.0	5.6	4.3	5.3
math	17-26	-9.0	-6	word	numeric	informative	3	1.4	2.9	2.0	3.5	2.8	5.7
math	11*3	33.0	36	word	word	informative	3	2.8	2.6	2.0	4.4	5.7	4.6
baseline	27	27.0	29	word	word	informative	2	2.7	1.9	2.0	3.7	4.6	4.8
baseline	25	25.0	28	word	numeric	noninformative	3	2.0	1.3	2.0	4.2	4.6	5.7
math	19+19	38.0	32	numeric	word	noninformative	-6	1.3	1.8	2.0	4.5	2.6	4.1
baseline	22	22.0	20	word	numeric	noninformative	-2	2.4	2.2	2.0	4.5	3.2	5.2
baseline	8	8.0	3	numeric	numeric	informative	-5	3.0	1.8	2.0	4.5	6.6	3.1
math	4-9	-5.0	-5	numeric	word	informative	0	1.5	1.5	2.0	3.5	4.4	5.3
math	15/14	1.1	9	numeric	numeric	noninformative	8	2.8	1.9	2.0	4.0	2.3	4.1
baseline	16	16.0	14	numeric	word	informative	-2	2.4	1.8	2.0	4.6	3.8	4.9
math	17/1	17.0	7	word	word	noninformative	-10	2.4	2.2	2.0	7.5	2.9	4.5
math	3+20	23.0	24	word	numeric	informative	1	1.1	2.3	2.0	7.3	3.5	3.8
baseline	10	10.0	10	numeric	numeric	noninformative	0	2.9	2.7	2.0	7.2	4.0	5.1
