trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	27/5	5.4	13	word	numeric	noninformative	8	1.6	2.0	2.0	6.9	3.7	3.8
math	16+15	31.0	27	word	numeric	noninformative	-4	1.8	1.8	2.0	4.2	5.5	3.9
baseline	13	13.0	17	numeric	numeric	informative	4	1.8	1.2	2.0	5.4	5.6	3.7
baseline	28	28.0	30	numeric	word	noninformative	2	2.8	2.4	2.0	4.3	3.5	4.7
math	30/25	1.2	4	word	numeric	informative	3	2.6	1.9	2.0	5.9	3.9	3.4
math	19*8	152.0	151	word	word	noninformative	-1	1.0	2.4	2.0	5.2	4.7	3.4
math	22/17	1.3	-3	numeric	numeric	noninformative	-4	2.0	3.0	2.0	5.8	4.8	4.8
baseline	23	23.0	32	numeric	word	informative	9	1.9	1.9	2.0	3.6	3.1	4.6
math	24-8	16.0	10	word	word	informative	-6	2.8	2.3	2.0	4.1	5.9	2.8
math	9-29	-20.0	-28	numeric	numeric	informative	-8	2.3	2.4	2.0	4.5	5.3	4.3
math	29/27	1.1	-3	word	numeric	informative	-4	1.5	1.7	2.0	4.5	5.4	6.9
math	7*28	196.0	196	numeric	word	informative	0	3.0	2.8	2.0	5.1	6.5	4.2
baseline	13	13.0	14	numeric	word	noninformative	1	2.5	2.0	2.0	4.8	5.3	4.9
math	7-23	-16.0	-15	numeric	word	informative	1	1.7	2.4	2.0	4.6	4.4	5.0
math	8*15	120.0	119	numeric	numeric	noninformative	-1	1.1	2.5	2.0	4.0	3.9	5.1
math	10*19	190.0	191	word	word	noninformative	1	2.9	2.5	2.0	3.7	5.5	5.4
baseline	16	16.0	17	word	word	noninformative	1	2.2	1.7	2.0	4.5	3.9	3.9
baseline	21	21.0	20	numeric	numeric	noninformative	-1	1.6	2.2	2.0	3.6	5.2	4.1
baseline	14	14.0	10	word	word	noninformative	-4	2.9	2.9	2.0	4.2	6.1	7.4
math	3-26	-23.0	-21	word	word	informative	2	2.1	2.6	2.0	4.6	2.8	2.8
math	3+1	4.0	5	numeric	word	noninformative	1	2.3	1.7	2.0	3.6	5.1	7.7
math	22+27	49.0	47	numeric	numeric	informative	-2	2.7	1.6	2.0	4.0	6.6	6.5
math	5+11	16.0	17	word	numeric	informative	1	1.8	1.3	2.0	3.7	4.9	3.6
baseline	14	14.0	23	word	numeric	informative	9	2.1	1.8	2.0	2.9	5.2	4.6
