trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	18	18.0	8	numeric	numeric	informative	-10	1.6	3.8	2.8	7.4	0.5	6.5
math	10*26	260.0	262	numeric	numeric	informative	2	1.3	5.7	2.2	5.4	0.5	4.8
math	19/6	3.2	2	numeric	numeric	noninformative	-1	1.7	3.3	2.3	4.5	0.5	6.9
math	25*29	725.0	719	word	word	informative	-6	2.5	5.7	1.3	4.2	0.5	6.8
baseline	15	15.0	5	word	word	noninformative	-10	2.2	5.9	2.6	4.8	0.5	6.3
baseline	8	8.0	6	numeric	numeric	informative	-2	2.0	3.1	2.2	4.0	0.5	2.8
math	26+30	56.0	55	word	numeric	informative	-1	2.1	4.0	2.9	2.6	0.5	4.6
math	12+25	37.0	35	numeric	numeric	informative	-2	2.0	3.6	2.6	6.1	0.5	2.8
math	30/15	2.0	9	word	numeric	informative	7	1.3	6.7	2.0	5.2	0.5	4.7
math	8-5	3.0	-3	word	word	noninformative	-6	2.2	2.7	1.6	3.4	0.5	3.7
baseline	11	11.0	12	numeric	numeric	noninformative	1	2.9	5.8	2.6	3.7	0.5	4.8
math	27*27	729.0	728	numeric	word	noninformative	-1	1.8	4.7	1.9	5.2	0.5	4.4
math	25-27	-2.0	-3	word	word	informative	-1	2.0	2.9	2.6	3.0	0.5	3.0
math	9*6	54.0	54	word	word	informative	0	2.6	3.3	2.3	5.8	0.5	5.1
math	9-9	0.0	0	numeric	word	noninformative	0	1.0	4.6	3.0	2.8	0.5	3.3
math	30/26	1.2	2	numeric	numeric	noninformative	1	1.6	5.7	1.5	3.6	0.5	6.3
baseline	10	10.0	11	word	numeric	noninformative	1	1.9	2.7	2.6	4.1	0.5	2.9
math	10/7	1.4	1	numeric	numeric	informative	0	2.9	3.1	2.1	4.5	0.5	3.3
math	30+29	59.0	69	word	word	noninformative	10	2.8	2.8	2.5	5.7	0.5	6.4
baseline	5	5.0	13	word	word	noninformative	8	2.7	5.5	1.3	3.2	0.5	3.1
math	23-3	20.0	20	numeric	word	informative	0	2.4	3.7	2.8	6.3	0.5	4.1
baseline	12	12.0	17	word	word	noninformative	5	2.9	2.9	2.0	5.9	0.5	2.8
math	26+3	29.0	31	numeric	word	informative	2	2.1	3.7	2.3	2.7	0.5	5.6
baseline	24	24.0	14	word	numeric	noninformative	-10	1.6	5.1	2.2	5.2	0.5	12.4
