trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	7*15	105.0	106	numeric	numeric	informative	1	1.5	3.0	2.0	6.6	5.0	4.3
math	14+11	25.0	34	numeric	word	noninformative	9	1.3	2.7	2.0	4.3	7.2	5.2
math	24/22	1.1	-2	numeric	numeric	informative	-3	1.0	1.9	2.0	3.6	3.7	3.0
math	23+21	44.0	49	word	numeric	noninformative	5	2.8	2.9	2.0	3.2	3.3	3.3
baseline	14	14.0	15	numeric	numeric	informative	1	1.4	2.7	2.0	5.8	4.8	4.0
baseline	20	20.0	23	numeric	word	informative	3	2.0	2.9	2.0	4.4	7.6	7.6
math	5*14	70.0	80	numeric	word	noninformative	10	1.8	2.5	2.0	4.4	5.4	3.5
math	27+10	37.0	34	numeric	word	informative	-3	2.7	2.6	2.0	3.2	4.5	4.4
baseline	3	3.0	5	word	word	noninformative	2	2.3	2.4	2.0	4.3	5.5	5.0
math	5+8	13.0	14	word	numeric	informative	1	2.8	1.1	2.0	3.9	2.3	4.4
baseline	21	21.0	20	word	word	noninformative	-1	2.5	2.6	2.0	5.7	5.1	4.7
baseline	23	23.0	24	numeric	word	informative	1	3.0	2.0	2.0	5.3	4.4	4.8
baseline	26	26.0	28	word	numeric	informative	2	1.2	1.2	2.0	7.4	5.0	4.6
baseline	1	1.0	2	numeric	numeric	noninformative	1	2.3	2.3	2.0	3.4	4.8	3.9
math	26*10	260.0	260	word	word	noninformative	0	2.9	2.2	2.0	4.3	4.5	3.9
math	21-13	8.0	4	numeric	numeric	noninformative	-4	2.3	1.4	2.0	4.8	3.8	4.2
math	16/9	1.8	-5	word	word	informative	-7	1.1	1.1	2.0	4.9	3.5	3.1
math	27/2	13.5	6	word	word	noninformative	-7	1.6	2.2	2.0	3.8	4.5	4.6
baseline	16	16.0	13	numeric	numeric	noninformative	-3	1.3	2.5	2.0	4.3	4.1	4.3
math	10*24	240.0	242	word	numeric	noninformative	2	2.6	1.8	2.0	6.0	5.2	5.3
math	11-3	8.0	9	word	numeric	informative	1	2.7	1.7	2.0	4.3	4.7	3.4
math	29-26	3.0	13	word	numeric	informative	10	1.0	1.8	2.0	3.4	4.5	5.7
math	12-17	-5.0	-8	numeric	word	noninformative	-3	2.1	2.4	2.0	3.8	6.5	6.0
math	13/13	1.0	4	word	word	informative	3	2.1	1.3	2.0	9.1	5.5	5.7
