trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	30/25	1.2	1	word	word	noninformative	0	1.8	4.2	1.3	4.7	0.5	4.8
baseline	11	11.0	12	word	numeric	informative	1	2.3	4.3	1.6	2.7	0.5	3.9
math	27+24	51.0	46	numeric	numeric	noninformative	-5	2.9	3.3	1.1	5.0	0.5	2.6
math	29-26	3.0	7	numeric	word	noninformative	4	1.2	4.4	1.7	5.9	0.5	2.8
math	3*10	30.0	25	word	word	informative	-5	2.6	5.2	2.5	5.7	0.5	5.5
math	23-26	-3.0	-2	word	numeric	informative	1	2.7	4.1	2.7	6.6	0.5	4.4
baseline	9	9.0	3	numeric	numeric	noninformative	-6	1.1	3.6	2.4	4.5	0.5	4.9
math	18/12	1.5	-6	word	word	informative	-7	2.6	4.8	1.4	3.6	0.5	5.3
math	1*22	22.0	21	numeric	word	informative	-1	2.8	4.7	3.0	5.5	0.5	4.4
math	12+8	20.0	23	word	word	informative	3	2.4	6.4	1.8	3.9	0.5	5.7
baseline	2	2.0	0	word	numeric	noninformative	-2	1.0	3.7	2.0	2.6	0.5	5.2
math	16+23	39.0	49	numeric	word	noninformative	10	3.0	5.4	2.5	3.9	0.5	3.8
baseline	25	25.0	29	word	word	noninformative	4	1.7	5.2	2.4	5.5	0.5	4.6
baseline	27	27.0	35	word	word	informative	8	1.2	4.5	2.4	4.8	0.5	3.9
math	16/15	1.1	-8	numeric	numeric	informative	-9	1.8	4.7	1.4	5.4	0.5	5.2
math	2-18	-16.0	-16	word	word	noninformative	0	1.0	4.7	2.5	4.1	0.5	4.6
math	23+26	49.0	47	numeric	numeric	informative	-2	2.5	3.7	1.2	3.4	0.5	2.4
baseline	6	6.0	14	numeric	numeric	noninformative	8	2.9	3.5	2.2	4.9	0.5	3.5
math	30-15	15.0	11	numeric	numeric	informative	-4	2.6	3.5	1.9	3.8	0.5	3.4
math	25*14	350.0	349	numeric	word	noninformative	-1	1.7	5.9	1.5	3.9	0.5	5.8
baseline	24	24.0	33	numeric	numeric	informative	9	1.8	6.1	2.1	4.6	0.5	5.9
math	16/14	1.1	4	numeric	numeric	informative	3	2.6	6.1	2.2	4.4	0.5	4.7
math	8*29	232.0	232	word	numeric	noninformative	0	1.2	4.3	2.1	3.9	0.5	3.6
baseline	23	23.0	16	word	word	noninformative	-7	2.1	4.7	1.3	6.4	0.5	13.7
