trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	15	15.0	17	word	numeric	informative	2	2.2	2.3	2.0	4.4	3.9	3.0
baseline	26	26.0	23	numeric	word	informative	-3	2.2	1.2	2.0	4.2	2.9	5.0
baseline	18	18.0	20	word	numeric	informative	2	1.7	2.6	2.0	2.9	4.2	5.0
math	26*22	572.0	573	numeric	word	noninformative	1	1.9	2.8	2.0	3.8	4.0	4.3
math	5*5	25.0	31	numeric	word	noninformative	6	1.5	2.3	2.0	7.0	4.3	5.1
baseline	19	19.0	17	numeric	numeric	informative	-2	2.3	3.0	2.0	5.6	5.7	3.8
baseline	9	9.0	9	word	numeric	informative	0	1.2	2.2	2.0	3.7	3.9	5.4
math	16+4	20.0	16	numeric	numeric	informative	-4	1.6	2.0	2.0	7.4	4.8	5.1
math	18-25	-7.0	-1	word	word	noninformative	6	2.6	1.3	2.0	4.1	6.1	5.7
math	17-9	8.0	7	word	numeric	noninformative	-1	2.6	2.3	2.0	4.3	5.3	7.5
math	22/18	1.2	6	word	word	informative	5	2.0	1.3	2.0	5.7	4.8	4.3
math	8-4	4.0	3	numeric	word	informative	-1	2.4	1.0	2.0	4.5	3.6	6.2
math	1*26	26.0	27	numeric	word	informative	1	2.1	2.3	2.0	5.2	4.2	4.3
baseline	30	30.0	30	numeric	numeric	noninformative	0	2.8	2.5	2.0	3.4	4.9	5.0
math	14+23	37.0	27	word	numeric	noninformative	-10	2.3	1.2	2.0	6.8	5.5	3.5
math	4*8	32.0	27	numeric	word	informative	-5	2.9	2.0	2.0	4.6	5.4	5.2
math	8-25	-17.0	-22	word	word	informative	-5	1.3	1.6	2.0	4.0	4.2	5.3
math	22/6	3.7	-2	numeric	numeric	noninformative	-6	1.5	2.6	2.0	5.3	3.5	4.4
math	18+17	35.0	35	word	word	noninformative	0	2.0	1.2	2.0	5.0	5.2	3.6
math	30/19	1.6	-5	numeric	numeric	noninformative	-7	2.1	2.7	2.0	4.3	4.3	5.4
baseline	2	2.0	5	numeric	word	noninformative	3	1.1	1.7	2.0	3.4	5.5	2.4
math	25/11	2.3	7	word	word	noninformative	5	1.9	1.9	2.0	2.6	5.1	6.5
baseline	17	17.0	7	word	numeric	noninformative	-10	2.7	2.3	2.0	4.8	5.4	3.3
math	15+28	43.0	41	word	numeric	informative	-2	2.4	2.4	2.0	8.3	4.6	4.1
