trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	17*27	459.0	465	word	word	noninformative	6	2.6	1.9	2.0	6.9	5.3	3.6
math	17/13	1.3	0	numeric	word	noninformative	-1	1.8	2.6	2.0	3.6	3.9	3.1
baseline	4	4.0	9	word	numeric	informative	5	2.6	3.0	2.0	3.0	5.5	3.9
baseline	21	21.0	13	numeric	numeric	noninformative	-8	2.7	2.5	2.0	7.0	4.4	5.5
math	4+12	16.0	13	numeric	numeric	informative	-3	2.3	2.0	2.0	7.6	3.3	5.6
math	2*22	44.0	45	word	numeric	noninformative	1	1.4	1.2	2.0	3.9	4.2	5.6
math	2+23	25.0	17	numeric	word	noninformative	-8	2.3	1.5	2.0	4.2	4.7	5.5
baseline	16	16.0	16	numeric	word	informative	0	1.3	2.7	2.0	6.4	5.6	4.4
math	17/5	3.4	11	numeric	numeric	informative	8	2.9	2.1	2.0	3.9	5.4	3.4
math	21/2	10.5	12	word	numeric	noninformative	2	2.5	1.5	2.0	3.4	5.3	3.4
baseline	17	17.0	18	numeric	numeric	informative	1	1.7	1.9	2.0	3.5	5.7	3.5
baseline	29	29.0	24	word	word	informative	-5	2.1	2.7	2.0	6.3	3.7	4.8
math	8+1	9.0	8	word	numeric	informative	-1	2.1	2.3	2.0	2.7	4.3	6.6
baseline	12	12.0	3	word	word	noninformative	-9	1.6	1.8	2.0	3.4	4.5	6.3
math	15*29	435.0	435	word	numeric	noninformative	0	1.8	2.9	2.0	5.9	2.6	3.5
math	28/6	4.7	0	word	word	noninformative	-5	1.2	2.7	2.0	4.8	6.6	3.2
baseline	5	5.0	15	word	word	informative	10	1.3	1.7	2.0	6.5	4.0	3.4
math	20-23	-3.0	3	word	word	noninformative	6	1.4	2.7	2.0	4.5	7.1	3.6
math	15-22	-7.0	-3	numeric	numeric	informative	4	1.9	2.8	2.0	3.8	3.6	4.6
math	20-27	-7.0	-7	word	word	noninformative	0	1.1	3.0	2.0	7.1	4.7	5.1
baseline	19	19.0	12	numeric	word	noninformative	-7	1.9	1.5	2.0	5.1	4.5	3.8
math	20*5	100.0	98	numeric	numeric	informative	-2	1.8	1.2	2.0	5.2	5.3	3.1
math	6+5	11.0	11	numeric	word	informative	0	1.6	2.8	2.0	4.1	3.6	7.9
math	21-18	3.0	-7	numeric	numeric	informative	-10	2.9	1.1	2.0	8.3	3.5	3.3
