trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	9	9.0	6	numeric	numeric	informative	-3	1.2	3.2	1.6	3.2	0.5	4.4
math	22/3	7.3	6	numeric	numeric	informative	-1	2.5	6.7	1.7	3.7	0.5	4.2
math	23/13	1.8	11	numeric	numeric	noninformative	9	2.4	4.9	2.7	6.8	0.5	6.0
math	24-2	22.0	32	word	word	informative	10	1.5	4.3	2.4	4.2	0.5	3.6
math	29/4	7.2	13	word	numeric	noninformative	6	2.6	6.5	2.7	5.2	0.5	4.5
baseline	16	16.0	15	word	numeric	informative	-1	1.9	6.8	2.9	5.6	0.5	2.8
math	18*27	486.0	487	numeric	numeric	noninformative	1	1.7	3.4	1.2	3.7	0.5	4.3
baseline	18	18.0	18	numeric	word	noninformative	0	2.3	3.6	2.6	4.4	0.5	4.5
baseline	2	2.0	1	numeric	numeric	noninformative	-1	1.7	3.2	2.0	3.9	0.5	4.9
math	6-5	1.0	1	word	word	noninformative	0	2.9	3.8	2.5	3.4	0.5	4.6
math	2+20	22.0	15	numeric	numeric	informative	-7	2.2	6.0	2.4	4.9	0.5	4.4
baseline	10	10.0	13	word	word	noninformative	3	2.2	2.7	2.2	4.1	0.5	3.6
math	20+26	46.0	45	numeric	numeric	informative	-1	2.8	3.7	1.5	4.3	0.5	2.1
math	2*9	18.0	9	word	numeric	informative	-9	1.6	5.2	2.8	4.0	0.5	4.4
baseline	4	4.0	5	word	numeric	noninformative	1	1.4	4.4	1.8	4.4	0.5	5.8
math	12-8	4.0	4	word	word	informative	0	2.4	4.9	1.1	3.9	0.5	4.2
math	27*3	81.0	81	numeric	word	informative	0	1.5	4.9	1.6	2.9	0.5	5.8
math	25/6	4.2	2	word	numeric	noninformative	-2	2.3	4.4	2.8	4.0	0.5	5.9
baseline	14	14.0	18	numeric	word	informative	4	2.6	3.3	1.6	3.6	0.5	2.8
math	18-21	-3.0	-3	numeric	word	noninformative	0	2.3	3.8	2.4	3.9	0.5	3.7
math	19*7	133.0	134	numeric	word	informative	1	2.9	4.4	2.1	5.0	0.5	4.2
baseline	26	26.0	28	word	word	informative	2	1.6	4.9	1.1	5.7	0.5	5.7
math	1+4	5.0	5	word	word	noninformative	0	1.0	5.6	1.9	5.9	0.5	4.3
math	14+17	31.0	39	word	word	noninformative	8	2.6	4.8	2.2	6.4	0.5	14.9
