trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	19+6	25.0	23	word	numeric	informative	-2	1.6	1.5	2.0	5.1	4.8	3.8
math	17-26	-9.0	-11	word	numeric	noninformative	-2	1.9	2.2	2.0	3.3	3.7	3.2
math	10+25	35.0	35	numeric	numeric	informative	0	1.8	1.3	2.0	4.6	6.4	4.8
baseline	4	4.0	4	numeric	numeric	informative	0	1.5	2.1	2.0	4.3	4.6	7.7
math	7*3	21.0	21	word	numeric	informative	0	2.9	2.1	2.0	5.9	3.5	3.8
math	6*24	144.0	142	word	numeric	noninformative	-2	1.4	2.4	2.0	3.6	4.7	4.2
baseline	10	10.0	1	numeric	word	noninformative	-9	2.9	2.9	2.0	4.1	6.1	3.7
baseline	3	3.0	0	numeric	word	noninformative	-3	1.1	2.5	2.0	6.2	7.6	4.8
baseline	17	17.0	16	word	word	noninformative	-1	2.2	2.1	2.0	4.3	5.0	3.1
math	13+24	37.0	33	numeric	word	informative	-4	2.2	1.5	2.0	7.1	3.4	3.7
baseline	26	26.0	23	word	word	noninformative	-3	2.4	2.1	2.0	4.6	4.7	4.1
math	15*21	315.0	314	word	numeric	noninformative	-1	3.0	1.0	2.0	5.6	3.8	4.1
math	1+10	11.0	4	numeric	numeric	noninformative	-7	1.7	1.9	2.0	5.2	6.3	6.8
math	27*23	621.0	618	numeric	numeric	noninformative	-3	2.4	1.5	2.0	5.8	3.8	7.9
math	14/2	7.0	5	numeric	word	noninformative	-2	2.1	2.2	2.0	3.3	4.0	4.1
baseline	8	8.0	2	word	word	informative	-6	2.6	2.9	2.0	3.6	3.8	3.3
math	4-25	-21.0	-30	word	numeric	noninformative	-9	2.0	2.2	2.0	4.4	4.0	4.5
math	18/5	3.6	4	word	word	informative	0	2.6	1.1	2.0	3.2	5.2	5.5
baseline	27	27.0	36	word	word	informative	9	1.6	2.5	2.0	4.2	7.2	5.2
math	6/1	6.0	-4	numeric	word	noninformative	-10	1.9	2.5	2.0	3.4	3.3	3.7
math	2-24	-22.0	-23	numeric	numeric	informative	-1	2.3	2.2	2.0	4.2	4.8	3.8
baseline	11	11.0	10	numeric	word	informative	-1	1.6	1.1	2.0	4.7	4.4	5.0
math	29-23	6.0	10	word	numeric	informative	4	2.0	1.0	2.0	5.7	4.8	5.9
math	18/17	1.1	4	numeric	word	informative	3	2.4	1.9	2.0	7.3	5.0	5.9
