trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	29-17	12.0	13	word	word	noninformative	1	1.9	4.0	1.5	4.1	0.5	4.7
math	20*27	540.0	540	word	numeric	noninformative	0	2.5	5.6	3.0	3.0	0.5	5.5
math	19+14	33.0	36	word	numeric	noninformative	3	3.0	4.9	2.1	2.7	0.5	7.4
math	3+5	8.0	12	word	numeric	informative	4	2.9	3.4	2.1	3.8	0.5	2.9
math	1*3	3.0	7	numeric	word	informative	4	1.2	5.9	1.1	5.7	0.5	4.6
math	11/1	11.0	12	numeric	word	noninformative	1	1.5	5.3	1.0	3.5	0.5	6.4
baseline	7	7.0	0	numeric	word	noninformative	-7	1.2	2.8	2.7	7.2	0.5	3.2
baseline	16	16.0	16	numeric	word	noninformative	0	2.7	3.9	2.6	2.5	0.5	3.6
baseline	26	26.0	29	word	numeric	informative	3	2.8	3.1	2.1	4.1	0.5	3.5
math	25*20	500.0	502	numeric	word	informative	2	2.9	3.8	1.9	6.0	0.5	4.0
math	15+1	16.0	10	numeric	numeric	informative	-6	1.8	7.3	1.8	5.9	0.5	5.7
baseline	6	6.0	11	word	word	informative	5	2.4	4.4	2.6	6.2	0.5	3.1
math	21/16	1.3	-4	numeric	word	informative	-5	2.7	3.9	2.2	7.8	0.5	4.5
math	12+11	23.0	22	numeric	numeric	informative	-1	1.6	2.7	1.8	3.8	0.5	4.5
baseline	30	30.0	27	word	numeric	noninformative	-3	2.9	6.2	1.3	3.5	0.5	3.6
math	23/12	1.9	0	word	numeric	noninformative	-2	2.0	3.8	2.9	3.8	0.5	2.8
math	22-26	-4.0	0	numeric	word	informative	4	1.1	5.7	2.4	4.0	0.5	5.8
math	4*29	116.0	121	numeric	word	noninformative	5	1.5	5.1	2.0	5.5	0.5	4.9
baseline	22	22.0	18	word	numeric	informative	-4	2.7	3.5	2.4	4.7	0.5	4.0
math	26-17	9.0	6	word	numeric	noninformative	-3	1.7	4.2	2.3	4.2	0.5	3.1
baseline	21	21.0	20	word	word	noninformative	-1	1.7	4.4	2.1	4.0	0.5	3.3
math	11/3	3.7	3	word	numeric	informative	-1	2.3	3.8	1.1	3.1	0.5	4.3
baseline	11	11.0	9	numeric	numeric	noninformative	-2	1.3	3.4	1.8	7.1	0.5	5.2
math	8-25	-17.0	-17	numeric	word	informative	0	1.5	7.6	2.8	5.7	0.5	11.4
