trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	21*22	462.0	461	word	numeric	informative	-1	2.9	1.6	2.0	4.3	4.8	6.9
math	13-10	3.0	-7	word	word	informative	-10	2.7	2.1	2.0	3.3	5.3	5.0
math	19+4	23.0	19	numeric	word	noninformative	-4	1.6	1.4	2.0	4.3	5.9	5.7
math	24-26	-2.0	-1	numeric	numeric	informative	1	2.7	1.7	2.0	3.1	3.7	4.1
math	12+27	39.0	48	word	word	informative	9	1.6	1.2	2.0	4.0	3.2	3.8
baseline	8	8.0	7	numeric	numeric	noninformative	-1	1.8	2.3	2.0	3.7	5.5	8.0
math	4*12	48.0	48	numeric	numeric	noninformative	0	2.4	2.9	2.0	3.8	3.4	7.0
baseline	21	21.0	15	numeric	numeric	noninformative	-6	3.0	2.0	2.0	4.2	4.7	5.2
math	17*2	34.0	34	numeric	word	noninformative	0	1.1	1.5	2.0	3.8	5.2	4.9
math	5+15	20.0	22	word	numeric	informative	2	2.3	1.2	2.0	3.6	5.0	5.0
math	16/8	2.0	7	numeric	word	informative	5	1.7	2.0	2.0	4.3	3.8	5.8
baseline	24	24.0	21	word	word	noninformative	-3	2.8	2.8	2.0	7.5	6.1	3.2
math	29-9	20.0	29	word	word	informative	9	1.9	1.0	2.0	4.1	6.7	3.3
baseline	8	8.0	2	numeric	numeric	noninformative	-6	2.9	2.5	2.0	4.9	5.7	5.3
baseline	10	10.0	9	word	word	noninformative	-1	3.0	2.2	2.0	4.0	2.6	3.7
math	13/9	1.4	9	word	numeric	informative	8	1.9	1.0	2.0	4.6	3.7	3.9
baseline	30	30.0	28	word	numeric	informative	-2	1.7	2.0	2.0	3.9	4.7	4.7
math	28*15	420.0	416	numeric	word	noninformative	-4	2.0	2.9	2.0	5.6	5.1	5.0
math	20/15	1.3	1	numeric	numeric	noninformative	0	1.8	2.0	2.0	3.2	4.4	7.3
baseline	5	5.0	5	numeric	numeric	noninformative	0	2.0	1.1	2.0	5.5	6.9	5.2
math	16/9	1.8	0	word	word	informative	-2	2.3	1.0	2.0	4.6	5.9	4.0
math	2-10	-8.0	-8	word	numeric	noninformative	0	2.3	1.5	2.0	5.0	4.0	4.8
math	6+4	10.0	0	numeric	word	informative	-10	2.6	1.6	2.0	2.8	7.1	4.8
baseline	15	15.0	23	word	word	informative	8	1.6	1.7	2.0	4.4	2.9	6.8
