trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	5/4	1.2	2	word	numeric	informative	1	1.5	3.9	1.8	4.8	0.5	4.5
division	17/16	1.1	-9	numeric	numeric	informative	-10	1.7	5.0	2.5	3.5	0.5	3.6
division	8/3	2.7	2	word	numeric	informative	-1	2.2	5.0	1.7	4.2	0.5	3.6
multiplication	13*3	39.0	33	word	numeric	informative	-6	2.0	4.5	1.8	3.9	0.5	4.6
multiplication	14*9	126.0	120	numeric	word	noninformative	-6	1.7	3.3	2.3	2.9	0.5	3.8
addition	6+19	25.0	20	word	word	noninformative	-5	2.6	4.9	1.1	5.8	0.5	2.7
addition	10+25	35.0	37	word	word	informative	2	2.2	4.1	1.7	3.5	0.5	4.1
subtraction	1-7	-6.0	-14	word	numeric	noninformative	-8	1.8	4.4	2.0	5.0	0.5	3.6
division	27/19	1.4	0	numeric	word	noninformative	-1	1.1	5.7	1.1	4.2	0.5	3.7
multiplication	11*5	55.0	61	numeric	numeric	informative	6	2.8	5.6	2.9	7.2	0.5	2.7
division	22/21	1.0	5	numeric	word	informative	4	1.1	4.8	2.5	3.5	0.5	7.5
subtraction	29-22	7.0	-3	numeric	word	noninformative	-10	1.4	7.7	2.1	4.1	0.5	3.3
division	26/21	1.2	3	word	numeric	noninformative	2	1.3	5.3	2.3	7.0	0.5	5.3
subtraction	8-13	-5.0	-4	word	word	noninformative	1	2.9	4.0	3.0	6.1	0.5	3.7
multiplication	21*5	105.0	102	numeric	word	noninformative	-3	2.8	4.7	2.9	3.8	0.5	6.0
addition	25+29	54.0	56	numeric	numeric	informative	2	1.7	3.9	1.2	4.9	0.5	6.6
addition	20+29	49.0	52	word	word	noninformative	3	2.6	3.5	1.4	3.7	0.5	3.4
multiplication	29*7	203.0	194	word	word	informative	-9	2.1	5.6	2.7	3.7	0.5	3.4
multiplication	8*9	72.0	63	word	numeric	noninformative	-9	2.9	4.7	1.3	5.8	0.5	4.4
addition	28+19	47.0	47	numeric	word	noninformative	0	1.6	4.6	2.2	4.9	0.5	6.4
subtraction	21-14	7.0	12	numeric	numeric	informative	5	2.9	4.4	1.7	3.4	0.5	4.8
addition	12+27	39.0	44	numeric	numeric	informative	5	2.6	2.9	1.8	6.7	0.5	3.7
subtraction	7-8	-1.0	1	numeric	word	noninformative	2	2.0	4.7	2.2	3.1	0.5	3.7
subtraction	18-15	3.0	6	word	numeric	informative	3	1.3	4.6	1.5	3.3	0.5	3.0
