trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	20	20.0	18	word	word	noninformative	-2	2.6	2.8	2.0	6.1	4.3	4.3
math	7-10	-3.0	-9	word	word	noninformative	-6	2.2	1.9	2.0	5.4	4.4	5.0
math	8*20	160.0	150	numeric	word	noninformative	-10	1.6	2.9	2.0	4.3	4.0	5.3
baseline	8	8.0	18	word	word	noninformative	10	1.9	2.6	2.0	4.5	3.4	4.2
math	25+22	47.0	42	word	numeric	noninformative	-5	2.4	2.4	2.0	4.5	4.7	3.5
math	15+2	17.0	17	word	word	noninformative	0	2.6	2.6	2.0	3.7	4.3	7.6
math	27/14	1.9	10	word	numeric	informative	8	2.4	2.8	2.0	6.3	7.9	4.4
math	5/1	5.0	10	numeric	word	noninformative	5	2.7	2.0	2.0	6.7	4.7	4.5
math	25+15	40.0	43	numeric	numeric	noninformative	3	3.0	1.7	2.0	4.5	4.9	4.6
baseline	13	13.0	16	word	numeric	informative	3	1.7	2.2	2.0	4.3	4.1	4.9
baseline	12	12.0	11	word	word	informative	-1	2.1	2.0	2.0	3.5	6.1	6.9
math	18/18	1.0	-4	numeric	numeric	informative	-5	2.0	2.9	2.0	5.0	5.1	2.5
baseline	20	20.0	15	numeric	numeric	informative	-5	2.4	2.3	2.0	5.2	4.6	2.9
math	25*26	650.0	650	numeric	word	informative	0	1.9	1.9	2.0	3.9	5.1	5.0
baseline	15	15.0	7	numeric	numeric	noninformative	-8	1.4	2.3	2.0	4.5	6.8	5.0
math	23+1	24.0	21	numeric	numeric	informative	-3	1.3	1.5	2.0	6.7	4.1	5.0
math	12-26	-14.0	-15	numeric	word	informative	-1	2.4	2.2	2.0	4.6	3.9	3.9
math	5*18	90.0	87	word	word	informative	-3	1.7	1.9	2.0	5.1	4.7	6.3
math	24-25	-1.0	3	numeric	word	noninformative	4	1.6	2.6	2.0	4.2	4.4	4.5
baseline	20	20.0	21	word	numeric	informative	1	2.2	2.3	2.0	3.8	3.7	6.3
math	13/6	2.2	-3	numeric	numeric	informative	-5	1.4	1.2	2.0	4.4	5.3	6.3
baseline	9	9.0	9	numeric	numeric	noninformative	0	2.2	2.4	2.0	3.7	5.1	4.2
math	13-30	-17.0	-21	word	word	informative	-4	1.9	2.4	2.0	3.9	4.5	3.7
math	16*9	144.0	141	word	numeric	noninformative	-3	1.1	1.5	2.0	0.3	2.9	3.1
