trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	29/15	1.9	-8	numeric	word	noninformative	-10	2.4	5.8	2.4	3.4	0.5	2.8
baseline	1	1.0	1	numeric	word	informative	0	2.0	7.1	2.6	3.8	0.5	3.7
math	6*22	132.0	131	numeric	word	noninformative	-1	1.4	5.4	2.1	3.6	0.5	3.7
baseline	24	24.0	26	word	word	noninformative	2	2.4	4.1	2.2	4.5	0.5	5.3
baseline	8	8.0	5	numeric	numeric	informative	-3	2.6	6.0	2.3	7.1	0.5	3.9
math	27/9	3.0	1	numeric	word	informative	-2	1.6	5.8	1.4	3.0	0.5	4.5
math	11/1	11.0	12	word	numeric	informative	1	2.9	4.7	2.2	4.2	0.5	5.8
math	28+5	33.0	28	word	word	noninformative	-5	1.2	6.0	1.2	5.3	0.5	5.1
baseline	4	4.0	9	numeric	word	noninformative	5	2.7	6.5	1.4	4.0	0.5	5.3
math	7-3	4.0	8	word	numeric	noninformative	4	1.1	4.7	2.2	7.8	0.5	4.4
math	1*7	7.0	11	word	numeric	noninformative	4	2.7	3.3	1.8	5.7	0.5	4.6
math	23-21	2.0	4	word	numeric	informative	2	2.8	4.0	1.3	6.3	0.5	4.2
math	12-18	-6.0	-16	numeric	numeric	informative	-10	2.1	3.3	2.8	4.9	0.5	4.8
baseline	28	28.0	30	numeric	word	noninformative	2	2.0	3.4	2.3	4.3	0.5	3.8
math	5*26	130.0	131	word	word	informative	1	1.5	3.9	2.2	7.1	0.5	2.5
math	25-12	13.0	15	word	word	informative	2	2.5	4.9	1.9	4.7	0.5	5.2
baseline	5	5.0	7	word	numeric	informative	2	1.6	2.8	2.7	4.1	0.5	5.1
math	25*24	600.0	596	numeric	numeric	noninformative	-4	2.2	3.3	1.6	3.9	0.5	6.2
math	11+10	21.0	16	numeric	numeric	noninformative	-5	2.3	4.5	1.9	4.4	0.5	3.4
math	27/11	2.5	2	word	word	informative	0	1.3	4.5	2.9	4.7	0.5	4.7
baseline	14	14.0	19	word	numeric	informative	5	1.7	3.7	2.3	3.0	0.5	4.7
math	26+21	47.0	47	numeric	word	informative	0	1.1	3.0	2.6	3.1	0.5	5.0
baseline	12	12.0	12	numeric	numeric	noninformative	0	1.7	4.4	2.5	5.3	0.5	4.6
math	13+4	17.0	26	word	numeric	noninformative	9	2.2	5.4	1.6	4.9	0.5	6.7
