trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	30	30.0	34	numeric	numeric	informative	4	1.0	1.8	2.0	3.5	4.7	3.9
math	18-16	2.0	10	word	numeric	noninformative	8	1.3	2.9	2.0	6.1	5.1	7.9
baseline	17	17.0	17	numeric	word	informative	0	1.5	2.7	2.0	3.5	2.2	3.3
baseline	16	16.0	14	numeric	word	informative	-2	2.8	1.3	2.0	3.1	4.5	2.7
math	22+2	24.0	24	word	numeric	noninformative	0	2.9	2.2	2.0	4.8	3.4	4.4
math	25/21	1.2	2	numeric	word	informative	1	2.1	2.1	2.0	4.9	4.4	5.0
math	22-25	-3.0	5	numeric	numeric	informative	8	2.6	2.7	2.0	3.7	7.0	3.3
math	2+29	31.0	30	numeric	numeric	noninformative	-1	1.1	1.4	2.0	5.3	7.9	3.7
math	3*29	87.0	77	word	word	informative	-10	1.8	2.0	2.0	3.5	7.0	4.0
baseline	14	14.0	11	word	word	noninformative	-3	1.5	2.5	2.0	5.3	4.4	3.6
math	15/7	2.1	5	numeric	word	noninformative	3	2.4	2.6	2.0	2.8	4.0	6.6
baseline	21	21.0	22	numeric	numeric	informative	1	1.9	1.2	2.0	6.0	6.6	4.1
math	10/2	5.0	1	numeric	word	noninformative	-4	2.9	1.6	2.0	5.8	2.7	5.4
math	15+23	38.0	38	word	numeric	informative	0	1.9	1.5	2.0	4.9	5.2	7.6
math	1*12	12.0	13	word	word	noninformative	1	2.6	2.4	2.0	6.0	6.5	5.7
math	8-3	5.0	2	word	word	informative	-3	2.6	2.1	2.0	4.1	5.7	5.1
math	22+8	30.0	28	numeric	numeric	informative	-2	1.9	1.7	2.0	5.7	2.3	2.8
math	25*2	50.0	47	numeric	numeric	informative	-3	2.1	2.1	2.0	4.0	3.9	3.8
math	2*14	28.0	30	word	word	noninformative	2	2.0	1.6	2.0	5.5	4.6	2.7
baseline	6	6.0	12	numeric	numeric	noninformative	6	1.7	1.5	2.0	4.2	5.2	3.3
math	4-22	-18.0	-21	word	numeric	noninformative	-3	2.5	2.2	2.0	6.0	6.4	5.4
baseline	10	10.0	9	word	word	noninformative	-1	2.6	1.4	2.0	6.7	5.4	5.2
math	13/5	2.6	-6	word	word	informative	-9	1.4	1.1	2.0	4.3	7.0	4.7
baseline	3	3.0	6	word	numeric	noninformative	3	1.7	2.1	2.0	4.7	3.7	4.1
