trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	26+13	39.0	46	numeric	numeric	noninformative	7	2.8	3.2	1.2	3.4	0.5	2.7
baseline	17	17.0	11	word	numeric	informative	-6	1.5	4.7	2.7	4.5	0.5	2.7
math	30*12	360.0	361	numeric	numeric	informative	1	2.8	3.7	1.6	6.1	0.5	5.5
baseline	30	30.0	28	numeric	word	noninformative	-2	2.5	4.4	2.0	6.0	0.5	2.9
math	25/3	8.3	12	word	word	informative	4	2.4	5.4	1.4	4.5	0.5	7.1
math	7*3	21.0	26	numeric	numeric	noninformative	5	2.0	4.8	2.2	4.2	0.5	5.7
math	20/14	1.4	0	word	word	noninformative	-1	2.9	4.9	1.7	4.5	0.5	3.8
math	2-22	-20.0	-19	word	numeric	informative	1	2.8	3.0	2.0	5.3	0.5	3.6
math	4+9	13.0	11	word	numeric	informative	-2	1.2	4.4	1.6	7.2	0.5	3.8
math	24*12	288.0	290	word	word	informative	2	2.6	4.7	1.8	4.4	0.5	4.6
baseline	2	2.0	0	word	word	informative	-2	1.2	6.1	2.5	4.4	0.5	5.1
math	22+2	24.0	21	numeric	word	noninformative	-3	2.3	4.2	1.1	4.5	0.5	5.1
math	17*15	255.0	259	word	word	noninformative	4	1.2	5.0	2.0	2.7	0.5	4.8
math	23/12	1.9	0	numeric	word	informative	-2	1.5	3.5	2.6	4.2	0.5	5.6
baseline	9	9.0	12	word	word	noninformative	3	1.8	4.5	2.0	4.2	0.5	4.5
baseline	30	30.0	30	numeric	numeric	informative	0	1.5	5.5	1.9	3.8	0.5	3.9
math	19-4	15.0	15	numeric	numeric	noninformative	0	3.0	5.2	2.5	4.4	0.5	5.9
baseline	2	2.0	5	word	numeric	noninformative	3	1.8	4.5	2.5	4.7	0.5	5.4
baseline	5	5.0	9	word	word	noninformative	4	2.4	4.4	2.8	3.3	0.5	3.7
math	29/10	2.9	-2	numeric	numeric	noninformative	-5	1.9	3.8	3.0	5.6	0.5	4.4
math	18-25	-7.0	-8	numeric	word	informative	-1	2.0	4.5	1.4	5.4	0.5	4.3
math	26-22	4.0	-6	numeric	word	noninformative	-10	2.1	2.9	1.2	2.7	0.5	6.8
math	25+5	30.0	28	numeric	numeric	informative	-2	1.9	4.2	1.3	4.1	0.5	4.8
baseline	10	10.0	1	word	numeric	informative	-9	2.2	4.8	1.8	4.1	0.5	13.7
