trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	5*7	35.0	34	numeric	word	noninformative	-1	1.0	2.1	2.0	6.1	5.9	6.4
math	13*22	286.0	276	numeric	numeric	noninformative	-10	2.8	2.1	2.0	3.0	3.3	4.0
math	1+5	6.0	-3	numeric	word	informative	-9	2.8	2.9	2.0	4.3	6.1	4.2
baseline	22	22.0	12	numeric	numeric	informative	-10	1.3	2.5	2.0	5.7	5.6	3.5
baseline	3	3.0	-2	word	word	informative	-5	1.9	2.1	2.0	4.1	4.7	4.2
math	29/3	9.7	6	numeric	numeric	informative	-4	2.5	2.6	2.0	5.8	4.9	3.9
baseline	4	4.0	11	word	word	noninformative	7	1.5	2.6	2.0	5.9	5.4	3.9
math	6*29	174.0	175	numeric	numeric	noninformative	1	1.6	1.6	2.0	6.4	3.2	5.9
math	22+16	38.0	36	numeric	numeric	informative	-2	2.1	1.0	2.0	4.1	3.0	5.0
math	14+18	32.0	31	word	word	informative	-1	2.8	2.0	2.0	4.0	3.8	3.3
math	20/2	10.0	10	word	word	noninformative	0	2.3	2.2	2.0	5.9	4.5	4.4
math	9*5	45.0	44	word	numeric	noninformative	-1	2.7	2.0	2.0	5.1	4.9	3.2
baseline	8	8.0	17	word	numeric	informative	9	1.9	1.1	2.0	4.4	4.2	4.4
math	20/1	20.0	21	word	numeric	noninformative	1	1.5	2.3	2.0	6.6	4.1	3.7
math	23-17	6.0	5	numeric	numeric	informative	-1	1.6	2.2	2.0	3.7	3.3	4.5
math	28+28	56.0	56	word	word	noninformative	0	1.8	2.5	2.0	3.2	3.8	5.3
math	23-10	13.0	6	word	word	informative	-7	1.7	1.8	2.0	7.0	3.4	6.3
baseline	27	27.0	20	numeric	numeric	informative	-7	2.6	2.9	2.0	3.3	4.6	5.2
math	27/5	5.4	14	word	word	noninformative	9	2.4	1.6	2.0	5.1	5.0	6.6
baseline	1	1.0	0	numeric	word	noninformative	-1	2.9	2.0	2.0	3.2	5.2	4.2
math	30-12	18.0	17	numeric	word	informative	-1	1.3	2.4	2.0	6.4	3.9	7.2
baseline	23	23.0	19	numeric	word	informative	-4	2.9	1.8	2.0	2.6	3.6	8.0
baseline	10	10.0	15	word	numeric	noninformative	5	1.8	2.4	2.0	3.5	5.4	5.5
math	23-2	21.0	13	word	numeric	noninformative	-8	2.4	2.6	2.0	3.6	4.2	4.8
