trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	2	2.0	2	word	word	noninformative	0	2.6	2.2	2.0	7.8	5.4	5.9
math	21+19	40.0	41	numeric	word	informative	1	1.4	2.4	2.0	2.8	3.3	2.5
math	11*12	132.0	125	numeric	numeric	informative	-7	2.8	1.4	2.0	3.3	5.0	6.5
math	14+13	27.0	27	numeric	word	noninformative	0	2.0	2.1	2.0	2.3	7.9	5.5
math	13-22	-9.0	-1	word	numeric	noninformative	8	2.9	1.6	2.0	3.8	3.0	6.1
math	16-29	-13.0	-20	numeric	numeric	informative	-7	1.0	1.3	2.0	4.1	6.0	5.2
math	13*13	169.0	168	word	numeric	informative	-1	2.8	2.9	2.0	3.1	4.0	5.7
math	7/4	1.8	4	numeric	word	noninformative	2	2.3	2.2	2.0	3.5	4.5	6.6
baseline	5	5.0	3	word	numeric	noninformative	-2	1.6	2.8	2.0	5.4	3.8	6.1
baseline	12	12.0	11	word	word	noninformative	-1	1.7	1.9	2.0	3.6	2.6	4.3
math	29-7	22.0	21	numeric	numeric	informative	-1	1.3	1.1	2.0	7.0	2.2	6.0
math	1*17	17.0	16	word	numeric	noninformative	-1	2.0	1.3	2.0	4.2	5.2	6.6
baseline	14	14.0	12	numeric	word	noninformative	-2	2.8	1.7	2.0	6.6	5.3	3.9
math	30/6	5.0	10	numeric	numeric	informative	5	1.9	1.9	2.0	3.7	4.8	3.8
baseline	1	1.0	1	word	word	noninformative	0	1.9	1.9	2.0	6.4	5.0	7.3
math	16/4	4.0	6	numeric	numeric	informative	2	2.8	2.1	2.0	5.0	4.0	4.7
math	12+10	22.0	28	numeric	numeric	informative	6	2.3	2.5	2.0	3.7	3.9	4.9
baseline	25	25.0	27	numeric	word	noninformative	2	1.2	2.8	2.0	7.3	2.9	3.0
math	8*29	232.0	236	word	word	informative	4	1.1	2.5	2.0	3.2	5.6	5.1
math	11+3	14.0	12	word	word	informative	-2	2.4	1.6	2.0	4.2	3.9	4.2
math	28/5	5.6	-4	word	numeric	noninformative	-10	2.4	1.4	2.0	4.1	3.9	5.3
baseline	16	16.0	15	word	word	informative	-1	1.1	1.5	2.0	5.3	6.3	4.2
math	2-17	-15.0	-14	numeric	word	informative	1	1.9	2.5	2.0	4.1	5.2	6.8
baseline	11	11.0	9	word	numeric	noninformative	-2	1.7	1.9	2.0	7.9	2.5	3.8
