trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	9	9.0	10	numeric	numeric	informative	1	2.7	4.1	2.8	2.6	0.5	7.0
math	26*11	286.0	280	numeric	numeric	noninformative	-6	1.6	4.5	2.6	7.9	0.5	5.0
math	26*2	52.0	59	word	numeric	noninformative	7	1.8	3.6	2.6	4.6	0.5	5.5
math	24/11	2.2	8	word	word	informative	6	1.6	3.7	2.1	3.3	0.5	2.6
math	11+15	26.0	28	word	word	informative	2	2.1	3.7	2.3	6.4	0.5	3.9
math	14+14	28.0	31	numeric	word	informative	3	2.4	4.9	1.8	4.3	0.5	4.0
baseline	4	4.0	-5	word	word	informative	-9	1.4	3.8	2.1	6.6	0.5	6.1
math	27/16	1.7	3	numeric	word	noninformative	1	1.8	4.8	2.3	2.6	0.5	4.0
math	2*14	28.0	31	word	word	noninformative	3	1.6	3.5	1.3	4.4	0.5	3.1
baseline	16	16.0	16	word	numeric	informative	0	2.5	5.9	1.9	7.4	0.5	5.9
math	15+20	35.0	36	numeric	word	informative	1	2.9	3.3	2.7	4.2	0.5	3.7
baseline	20	20.0	25	word	word	noninformative	5	2.7	5.4	1.9	5.4	0.5	2.9
math	21-11	10.0	8	numeric	numeric	noninformative	-2	1.8	5.1	2.7	3.4	0.5	4.4
baseline	14	14.0	12	word	numeric	informative	-2	1.1	3.2	1.1	3.4	0.5	5.9
math	24-10	14.0	17	numeric	numeric	informative	3	1.2	3.9	3.0	4.1	0.5	3.8
math	24/20	1.2	2	word	numeric	informative	1	2.8	3.7	1.4	3.3	0.5	3.4
math	8-4	4.0	14	word	numeric	noninformative	10	2.1	3.4	2.3	5.0	0.5	4.1
math	8*8	64.0	65	word	numeric	noninformative	1	1.9	4.5	1.4	3.3	0.5	3.9
math	13-10	3.0	3	word	numeric	noninformative	0	1.5	4.5	1.6	4.4	0.5	5.0
math	19/14	1.4	-2	numeric	word	informative	-3	1.9	4.1	1.9	3.0	0.5	4.3
baseline	26	26.0	33	numeric	word	noninformative	7	2.3	5.9	2.5	4.9	0.5	7.4
baseline	2	2.0	1	numeric	numeric	informative	-1	3.0	6.3	2.5	6.1	0.5	4.8
baseline	19	19.0	16	numeric	word	noninformative	-3	2.9	4.4	2.2	7.0	0.5	4.2
math	14+25	39.0	39	numeric	word	noninformative	0	2.0	4.0	1.1	3.4	0.5	12.2
