trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	2+9	11.0	8	numeric	numeric	noninformative	-3	1.4	5.6	1.6	4.2	0.5	4.1
math	17+27	44.0	50	word	numeric	noninformative	6	2.4	4.4	2.0	5.2	0.5	5.3
math	18+2	20.0	20	word	word	noninformative	0	1.8	6.1	2.4	2.4	0.5	4.1
baseline	11	11.0	12	word	word	informative	1	2.2	4.0	2.8	4.6	0.5	5.6
baseline	15	15.0	18	numeric	numeric	informative	3	2.5	4.7	2.6	4.6	0.5	4.4
math	11-12	-1.0	2	numeric	word	noninformative	3	1.4	4.7	1.5	4.2	0.5	5.0
math	9/1	9.0	17	word	word	informative	8	2.1	6.4	1.5	5.2	0.5	4.9
math	6*24	144.0	136	word	word	informative	-8	2.2	3.5	1.1	5.4	0.5	5.7
baseline	9	9.0	7	word	numeric	noninformative	-2	2.1	5.4	1.4	3.9	0.5	4.1
math	15-21	-6.0	-5	numeric	numeric	informative	1	2.6	3.7	2.0	5.3	0.5	7.1
math	20/12	1.7	2	numeric	numeric	informative	0	2.1	4.1	1.2	3.6	0.5	5.6
math	23/7	3.3	13	numeric	word	noninformative	10	1.8	5.7	2.9	5.0	0.5	3.2
math	4*24	96.0	102	numeric	word	informative	6	1.2	2.9	1.2	3.4	0.5	3.4
math	23*30	690.0	688	numeric	word	noninformative	-2	2.4	6.5	1.8	5.6	0.5	3.6
baseline	12	12.0	7	word	numeric	noninformative	-5	3.0	5.5	2.2	4.1	0.5	4.3
math	18-19	-1.0	3	numeric	word	noninformative	4	1.3	6.1	1.8	6.0	0.5	5.5
baseline	12	12.0	9	word	numeric	noninformative	-3	1.3	4.1	1.9	3.7	0.5	5.1
baseline	22	22.0	20	word	numeric	informative	-2	1.4	6.0	1.2	4.6	0.5	3.0
math	24+24	48.0	44	numeric	word	informative	-4	2.9	3.0	2.3	4.1	0.5	4.5
math	18/14	1.3	3	numeric	numeric	informative	2	2.6	5.2	2.4	4.3	0.5	4.7
math	23-19	4.0	5	word	word	noninformative	1	2.8	5.8	2.6	4.0	0.5	3.9
baseline	25	25.0	35	word	numeric	noninformative	10	2.9	3.2	1.2	3.6	0.5	3.5
math	5*20	100.0	105	numeric	word	informative	5	2.6	4.8	1.7	3.7	0.5	3.5
baseline	30	30.0	29	word	numeric	informative	-1	2.8	4.5	2.8	5.1	0.5	8.3
