trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	26+25	51.0	46	word	word	noninformative	-5	1.3	5.1	1.6	5.2	0.5	4.0
multiplication	29*9	261.0	263	numeric	word	noninformative	2	2.4	3.7	1.9	3.5	0.5	4.1
division	17/11	1.5	5	numeric	word	noninformative	3	3.0	3.8	1.2	4.9	0.5	4.6
multiplication	11*6	66.0	76	numeric	numeric	informative	10	1.4	4.6	2.9	6.0	0.5	5.8
division	29/4	7.2	6	word	word	noninformative	-1	2.3	5.2	3.0	2.4	0.5	4.5
multiplication	5*5	25.0	25	numeric	word	noninformative	0	2.3	3.9	2.8	5.8	0.5	4.4
addition	2+24	26.0	28	word	numeric	informative	2	1.0	5.2	2.4	6.5	0.5	3.3
multiplication	10*5	50.0	52	numeric	word	noninformative	2	1.0	3.4	1.3	6.9	0.5	5.5
division	25/2	12.5	22	word	numeric	informative	9	2.5	6.1	2.2	3.6	0.5	4.8
addition	29+16	45.0	39	word	numeric	informative	-6	1.6	3.4	2.6	2.3	0.5	6.4
division	22/12	1.8	-3	numeric	numeric	noninformative	-5	1.8	5.0	2.0	5.6	0.5	3.1
subtraction	22-27	-5.0	-4	word	word	noninformative	1	2.1	6.0	2.5	3.4	0.5	4.9
division	30/12	2.5	4	word	numeric	informative	1	1.4	5.2	1.4	2.7	0.5	4.7
subtraction	17-26	-9.0	-2	numeric	numeric	informative	7	1.9	6.8	2.1	4.4	0.5	5.0
addition	1+23	24.0	22	numeric	word	informative	-2	1.2	4.4	1.5	4.1	0.5	4.9
division	20/9	2.2	5	numeric	word	informative	3	1.6	5.6	1.8	6.1	0.5	4.2
multiplication	18*4	72.0	64	word	numeric	noninformative	-8	1.9	5.9	1.6	3.7	0.5	3.6
subtraction	26-18	8.0	11	numeric	word	informative	3	1.3	4.3	1.8	3.2	0.5	5.2
multiplication	17*7	119.0	118	word	word	informative	-1	2.3	3.3	1.1	3.8	0.5	3.7
addition	2+25	27.0	29	word	word	noninformative	2	2.7	5.6	2.8	4.8	0.5	6.0
subtraction	3-4	-1.0	0	word	numeric	noninformative	1	2.1	5.0	2.1	4.5	0.5	3.9
addition	8+30	38.0	41	numeric	numeric	informative	3	1.3	4.9	2.3	2.8	0.5	4.0
subtraction	28-17	11.0	10	numeric	numeric	noninformative	-1	1.5	6.2	2.4	4.1	0.5	3.9
subtraction	17-10	7.0	6	word	numeric	informative	-1	2.0	4.5	1.1	2.8	0.5	4.2
