trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	13	13.0	16	word	numeric	informative	3	2.4	3.7	1.0	5.0	0.5	4.9
math	5*16	80.0	84	word	word	informative	4	1.4	4.3	1.5	6.6	0.5	6.1
math	27/11	2.5	-5	word	word	noninformative	-7	1.9	5.1	1.4	4.5	0.5	4.3
math	20-27	-7.0	-3	word	numeric	informative	4	2.4	4.3	2.1	3.3	0.5	5.6
math	14+19	33.0	32	word	numeric	informative	-1	2.7	3.3	2.9	6.2	0.5	5.5
baseline	30	30.0	25	numeric	word	noninformative	-5	2.2	3.5	1.1	4.6	0.5	3.1
math	4+17	21.0	15	word	numeric	noninformative	-6	1.6	5.3	2.8	4.8	0.5	3.6
baseline	10	10.0	11	numeric	word	noninformative	1	2.2	4.3	1.8	2.9	0.5	7.9
math	4*5	20.0	20	word	word	noninformative	0	1.7	3.8	1.1	4.0	0.5	3.7
math	11-24	-13.0	-23	word	numeric	informative	-10	1.1	4.2	1.1	3.6	0.5	5.7
math	16*28	448.0	449	word	numeric	noninformative	1	1.5	6.0	1.3	7.4	0.5	4.9
math	23/22	1.0	4	numeric	word	informative	3	1.1	4.7	2.2	3.1	0.5	5.3
math	23-2	21.0	27	word	word	noninformative	6	2.8	4.6	2.4	7.5	0.5	3.4
math	23/21	1.1	-4	numeric	numeric	informative	-5	2.7	3.9	1.6	4.2	0.5	3.7
baseline	30	30.0	34	numeric	word	noninformative	4	1.8	3.2	2.1	3.4	0.5	5.2
baseline	25	25.0	32	numeric	word	noninformative	7	1.1	6.1	1.6	6.2	0.5	3.3
math	18+7	25.0	25	numeric	numeric	informative	0	1.3	3.5	1.4	5.2	0.5	4.8
math	17/12	1.4	-4	numeric	numeric	informative	-5	2.0	5.0	1.6	6.5	0.5	6.4
math	14+11	25.0	33	numeric	word	informative	8	2.1	6.2	2.0	5.0	0.5	6.3
baseline	3	3.0	0	numeric	numeric	informative	-3	1.8	4.6	2.6	4.7	0.5	4.8
math	15-4	11.0	15	word	numeric	informative	4	2.1	3.8	2.8	3.8	0.5	3.9
baseline	5	5.0	1	word	word	noninformative	-4	2.1	2.6	1.6	4.1	0.5	4.9
baseline	6	6.0	4	numeric	word	noninformative	-2	2.4	2.6	2.8	4.7	0.5	3.8
math	21*20	420.0	423	numeric	numeric	noninformative	3	2.2	3.6	2.0	5.2	0.5	10.8
