trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	25/23	1.1	-3	numeric	numeric	informative	-4	2.6	5.7	2.9	3.8	0.5	4.5
multiplication	3*2	6.0	6	numeric	word	informative	0	2.4	4.2	2.2	4.0	0.5	4.2
addition	7+14	21.0	21	word	word	informative	0	2.9	4.8	2.4	3.6	0.5	7.3
multiplication	8*2	16.0	8	word	numeric	informative	-8	1.1	5.0	1.7	4.0	0.5	2.8
division	29/3	9.7	10	word	word	informative	0	3.0	4.1	2.2	4.6	0.5	5.9
multiplication	9*5	45.0	49	word	word	informative	4	1.6	4.7	1.6	4.2	0.5	4.1
subtraction	29-4	25.0	25	numeric	word	informative	0	2.9	3.6	2.8	3.6	0.5	4.5
division	15/13	1.2	3	numeric	word	noninformative	2	2.6	5.2	2.7	3.9	0.5	3.4
addition	7+9	16.0	15	word	numeric	noninformative	-1	2.4	3.3	1.3	8.0	0.5	7.3
addition	8+28	36.0	38	numeric	word	informative	2	2.0	4.7	1.3	4.0	0.5	5.0
multiplication	7*8	56.0	57	word	numeric	noninformative	1	2.7	3.2	2.7	6.1	0.5	4.4
subtraction	16-3	13.0	10	word	word	informative	-3	1.6	5.5	1.5	6.2	0.5	3.8
division	25/17	1.5	2	word	numeric	informative	1	1.5	3.9	3.0	3.9	0.5	4.6
subtraction	10-24	-14.0	-15	numeric	numeric	informative	-1	2.6	3.8	2.3	3.4	0.5	2.7
addition	30+10	40.0	32	word	word	noninformative	-8	1.4	5.6	1.6	5.7	0.5	4.0
subtraction	19-23	-4.0	-5	word	word	noninformative	-1	2.2	5.9	2.7	2.9	0.5	5.7
multiplication	8*1	8.0	8	word	numeric	noninformative	0	1.6	5.8	1.4	3.9	0.5	4.0
addition	25+12	37.0	37	numeric	numeric	noninformative	0	2.9	2.8	1.6	5.5	0.5	4.2
division	4/4	1.0	3	numeric	numeric	noninformative	2	2.0	4.3	1.6	2.9	0.5	2.6
subtraction	12-9	3.0	3	numeric	numeric	noninformative	0	1.7	3.9	1.6	2.6	0.5	4.1
division	25/24	1.0	3	numeric	word	noninformative	2	2.5	3.3	2.5	3.3	0.5	4.5
subtraction	30-24	6.0	6	word	numeric	informative	0	1.6	6.3	2.3	5.2	0.5	5.3
multiplication	10*6	60.0	54	numeric	word	noninformative	-6	1.8	6.1	1.2	3.1	0.5	3.4
addition	10+1	11.0	10	numeric	numeric	noninformative	-1	2.3	4.2	2.1	2.6	0.5	2.9
