trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	26/10	2.6	7	word	word	informative	4	1.2	3.9	2.6	4.2	0.5	3.5
math	22+29	51.0	50	word	numeric	noninformative	-1	1.4	5.7	2.3	4.8	0.5	4.8
math	10+18	28.0	19	numeric	numeric	noninformative	-9	1.5	3.8	1.6	4.7	0.5	3.4
math	22*10	220.0	220	numeric	word	informative	0	2.6	6.1	1.4	6.0	0.5	4.4
math	15-26	-11.0	-12	word	word	noninformative	-1	2.3	7.7	2.1	3.7	0.5	4.8
math	22/15	1.5	-1	numeric	word	informative	-2	1.3	5.4	1.0	5.7	0.5	3.6
math	3*18	54.0	64	numeric	word	informative	10	1.8	4.5	2.1	3.6	0.5	5.9
math	17+25	42.0	50	numeric	numeric	informative	8	2.7	3.3	1.6	4.7	0.5	4.6
math	27/3	9.0	8	numeric	word	noninformative	-1	2.0	4.3	2.8	5.9	0.5	4.5
baseline	2	2.0	8	word	numeric	noninformative	6	2.1	6.3	2.1	4.4	0.5	6.0
math	13-28	-15.0	-17	word	numeric	informative	-2	1.6	5.5	1.4	4.0	0.5	3.8
math	27*17	459.0	457	word	numeric	noninformative	-2	1.5	3.6	2.8	5.1	0.5	6.1
baseline	3	3.0	3	numeric	numeric	informative	0	2.8	3.6	1.0	4.7	0.5	5.2
math	25-11	14.0	11	word	numeric	noninformative	-3	1.3	3.9	1.1	4.9	0.5	3.1
baseline	23	23.0	24	numeric	word	noninformative	1	1.2	4.3	2.1	5.5	0.5	4.4
baseline	22	22.0	18	word	word	informative	-4	1.4	3.0	1.0	4.6	0.5	3.4
baseline	10	10.0	15	word	word	informative	5	2.7	6.4	2.0	3.9	0.5	4.0
math	28*1	28.0	29	numeric	numeric	informative	1	2.3	7.1	2.2	6.8	0.5	6.5
math	26/1	26.0	27	numeric	numeric	noninformative	1	1.9	4.6	1.8	3.1	0.5	3.7
baseline	2	2.0	-3	word	word	noninformative	-5	1.1	2.5	1.5	7.8	0.5	6.4
baseline	9	9.0	8	word	word	noninformative	-1	1.2	4.7	2.3	4.8	0.5	4.5
math	12-14	-2.0	-2	word	numeric	noninformative	0	2.9	2.5	2.9	3.0	0.5	3.9
math	20+5	25.0	19	numeric	numeric	informative	-6	1.1	6.5	1.0	3.7	0.5	3.2
baseline	30	30.0	28	numeric	word	informative	-2	2.9	3.8	1.4	4.3	0.5	12.5
