trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	14	14.0	15	numeric	numeric	informative	1	2.8	1.4	2.0	3.8	5.2	3.2
math	22-13	9.0	10	numeric	word	informative	1	2.0	3.0	2.0	4.0	5.0	5.5
math	22+9	31.0	27	numeric	numeric	informative	-4	2.8	2.9	2.0	3.3	3.3	3.6
math	19-17	2.0	3	numeric	numeric	informative	1	2.7	2.9	2.0	5.0	4.3	4.7
math	25/11	2.3	-6	numeric	word	informative	-8	2.0	2.7	2.0	6.0	3.9	3.5
baseline	4	4.0	13	numeric	word	noninformative	9	1.4	1.9	2.0	5.1	4.5	4.7
math	5*30	150.0	149	numeric	word	noninformative	-1	2.8	1.3	2.0	4.4	4.2	4.5
math	18/10	1.8	0	word	numeric	noninformative	-2	2.0	1.9	2.0	5.0	3.1	5.5
math	6+12	18.0	26	word	word	noninformative	8	1.3	1.7	2.0	6.3	5.3	4.0
baseline	11	11.0	2	word	word	noninformative	-9	1.3	2.3	2.0	5.4	6.1	4.0
math	9-26	-17.0	-10	word	word	noninformative	7	2.5	1.0	2.0	4.3	3.9	5.0
math	18/5	3.6	0	numeric	numeric	noninformative	-4	2.7	1.1	2.0	3.4	2.7	3.3
math	28/17	1.6	4	word	word	noninformative	2	1.4	3.0	2.0	4.6	6.7	4.4
baseline	11	11.0	9	numeric	numeric	noninformative	-2	2.6	2.0	2.0	4.6	4.2	7.8
math	20*23	460.0	462	word	numeric	informative	2	2.3	1.8	2.0	5.3	7.0	4.4
math	21+24	45.0	45	word	word	informative	0	2.4	2.8	2.0	5.7	3.8	4.3
baseline	18	18.0	17	word	numeric	informative	-1	1.6	1.7	2.0	5.9	5.5	3.1
baseline	6	6.0	16	numeric	word	informative	10	1.2	2.9	2.0	6.2	4.6	4.7
math	27*2	54.0	55	word	word	noninformative	1	1.7	2.4	2.0	5.4	6.7	4.0
baseline	5	5.0	5	word	word	informative	0	2.2	1.2	2.0	5.1	3.8	5.3
math	13*12	156.0	158	numeric	numeric	noninformative	2	1.1	2.7	2.0	2.3	3.1	4.4
math	4-4	0.0	0	word	numeric	informative	0	2.8	1.3	2.0	4.3	4.1	3.9
baseline	21	21.0	27	numeric	numeric	noninformative	6	1.4	2.9	2.0	4.5	4.3	7.5
math	27+16	43.0	41	word	numeric	informative	-2	2.3	1.3	2.0	9.4	3.2	5.5
