trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	16*26	416.0	412	numeric	numeric	informative	-4	2.6	5.8	1.9	5.4	0.5	3.3
baseline	10	10.0	0	numeric	word	informative	-10	2.4	4.9	1.8	5.2	0.5	4.2
baseline	13	13.0	13	numeric	word	noninformative	0	1.2	4.3	3.0	2.8	0.5	4.5
math	1+20	21.0	22	word	numeric	noninformative	1	2.1	4.8	1.2	3.0	0.5	4.4
math	30+1	31.0	29	word	word	noninformative	-2	2.6	3.8	2.9	3.5	0.5	4.3
math	17-5	12.0	10	numeric	numeric	noninformative	-2	2.7	4.4	2.1	4.6	0.5	8.0
math	29-29	0.0	0	word	numeric	noninformative	0	2.1	4.3	2.3	4.6	0.5	5.0
baseline	27	27.0	30	numeric	numeric	noninformative	3	1.4	5.0	1.0	3.2	0.5	3.5
baseline	9	9.0	11	word	word	informative	2	1.4	3.5	2.3	4.1	0.5	4.7
math	28*28	784.0	793	numeric	numeric	noninformative	9	2.7	4.0	2.4	5.5	0.5	4.9
baseline	21	21.0	27	word	word	informative	6	1.8	3.6	1.4	4.8	0.5	4.1
baseline	30	30.0	25	word	word	informative	-5	2.5	4.8	2.6	5.0	0.5	6.9
math	17-11	6.0	8	word	numeric	informative	2	1.4	3.4	1.7	5.1	0.5	5.1
math	16*14	224.0	224	numeric	numeric	noninformative	0	2.2	4.0	2.0	5.5	0.5	3.8
math	27+24	51.0	54	numeric	word	noninformative	3	1.6	4.3	2.5	4.3	0.5	4.6
math	24+23	47.0	46	numeric	word	informative	-1	2.2	3.0	2.1	5.5	0.5	3.5
math	19/2	9.5	10	numeric	word	noninformative	0	2.1	3.2	2.8	5.5	0.5	4.6
math	11*20	220.0	220	numeric	numeric	informative	0	2.5	4.8	1.2	4.8	0.5	3.7
math	29/19	1.5	10	word	numeric	informative	8	2.1	4.3	1.8	3.8	0.5	4.9
math	22/10	2.2	-7	word	word	informative	-9	1.0	4.3	1.9	3.9	0.5	2.7
baseline	26	26.0	21	word	word	informative	-5	2.1	3.8	1.0	3.8	0.5	6.0
baseline	13	13.0	3	word	numeric	informative	-10	2.4	4.3	1.5	3.8	0.5	4.7
math	23-8	15.0	16	numeric	numeric	noninformative	1	1.6	6.8	2.6	6.3	0.5	7.1
math	8/5	1.6	-5	word	word	noninformative	-7	2.0	5.3	1.8	4.3	0.5	14.0
