trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	27	27.0	30	word	numeric	informative	3	2.0	2.2	2.0	3.4	5.8	5.0
math	24+9	33.0	34	numeric	word	informative	1	1.2	1.8	2.0	5.2	3.5	6.1
math	26/4	6.5	-4	word	numeric	noninformative	-10	2.7	1.5	2.0	3.6	5.2	5.0
math	17-9	8.0	7	numeric	numeric	noninformative	-1	2.7	2.3	2.0	5.5	6.7	3.9
baseline	21	21.0	20	word	numeric	informative	-1	2.2	2.9	2.0	5.5	3.4	2.8
baseline	7	7.0	9	numeric	word	informative	2	1.5	2.5	2.0	4.9	3.2	4.9
math	29-8	21.0	23	numeric	word	noninformative	2	2.2	1.7	2.0	3.7	3.1	4.9
math	17/11	1.5	1	numeric	numeric	noninformative	-1	1.4	2.3	2.0	4.3	5.1	5.2
math	2+7	9.0	7	word	word	noninformative	-2	1.8	2.0	2.0	6.1	4.4	4.1
math	10+15	25.0	31	word	word	noninformative	6	1.6	2.0	2.0	4.8	4.0	3.8
baseline	26	26.0	27	numeric	numeric	noninformative	1	1.3	2.2	2.0	5.6	4.1	3.6
baseline	1	1.0	6	numeric	numeric	informative	5	2.6	2.3	2.0	5.8	3.6	5.5
math	17*21	357.0	358	numeric	word	noninformative	1	2.0	2.3	2.0	4.6	4.8	4.6
math	4-5	-1.0	-2	word	numeric	informative	-1	2.0	1.5	2.0	5.2	4.4	3.1
math	28*11	308.0	308	word	numeric	noninformative	0	2.4	2.2	2.0	5.5	8.0	2.9
math	24*6	144.0	142	word	word	informative	-2	2.4	1.7	2.0	3.8	3.8	6.2
math	21/7	3.0	7	word	word	noninformative	4	2.7	1.3	2.0	5.1	3.6	4.7
math	17+13	30.0	30	word	word	noninformative	0	2.2	2.9	2.0	5.0	5.7	6.3
baseline	29	29.0	28	numeric	word	informative	-1	2.1	2.3	2.0	5.9	4.4	5.4
math	4*5	20.0	28	numeric	numeric	informative	8	2.7	1.7	2.0	3.6	3.7	4.3
baseline	30	30.0	38	word	numeric	noninformative	8	1.9	2.9	2.0	4.3	5.6	3.3
baseline	28	28.0	29	numeric	numeric	informative	1	2.5	2.5	2.0	3.7	3.7	4.7
math	10-16	-6.0	-3	word	word	informative	3	2.6	1.5	2.0	3.5	3.9	5.0
math	14/1	14.0	14	numeric	word	informative	0	1.1	3.0	2.0	7.7	5.5	5.9
