trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	20*16	320.0	320	word	word	informative	0	1.9	1.8	2.0	5.7	7.1	6.8
math	18*5	90.0	97	numeric	numeric	noninformative	7	1.4	1.3	2.0	2.7	2.7	4.2
math	19-17	2.0	5	word	word	informative	3	1.7	2.0	2.0	3.2	6.1	4.9
math	23/12	1.9	-8	numeric	numeric	noninformative	-10	1.6	2.0	2.0	4.5	7.4	3.9
baseline	11	11.0	10	word	word	informative	-1	1.5	1.7	2.0	4.6	2.7	4.5
math	10-23	-13.0	-16	word	word	informative	-3	2.6	1.6	2.0	5.9	6.3	5.5
math	30/27	1.1	-8	word	numeric	noninformative	-9	2.6	1.5	2.0	7.1	3.5	3.5
math	14+26	40.0	45	numeric	word	informative	5	1.8	1.1	2.0	4.2	3.9	4.6
math	26+20	46.0	48	numeric	numeric	noninformative	2	1.1	2.5	2.0	8.0	5.9	3.8
baseline	7	7.0	8	word	word	informative	1	2.2	1.6	2.0	5.0	4.7	5.4
baseline	1	1.0	-2	numeric	numeric	informative	-3	2.3	3.0	2.0	4.1	3.7	3.5
math	10*4	40.0	49	word	numeric	informative	9	2.3	1.7	2.0	3.9	5.3	5.1
math	30/6	5.0	2	numeric	word	noninformative	-3	2.7	2.0	2.0	4.6	5.5	4.7
baseline	1	1.0	3	word	numeric	noninformative	2	2.2	2.5	2.0	4.0	6.2	4.5
math	14+19	33.0	40	numeric	word	noninformative	7	2.4	2.0	2.0	5.0	4.7	4.0
baseline	1	1.0	3	word	word	noninformative	2	2.0	1.2	2.0	3.6	5.9	7.3
baseline	9	9.0	15	numeric	numeric	informative	6	2.4	2.6	2.0	5.3	6.9	2.8
math	17+24	41.0	35	numeric	numeric	noninformative	-6	1.2	1.7	2.0	4.2	7.4	2.5
math	19*26	494.0	496	numeric	word	noninformative	2	1.4	1.5	2.0	4.5	5.6	4.0
math	1-8	-7.0	-8	word	numeric	informative	-1	2.4	2.6	2.0	4.4	3.4	3.3
baseline	16	16.0	20	numeric	numeric	informative	4	1.7	1.5	2.0	4.5	4.3	5.6
math	24-3	21.0	13	numeric	word	noninformative	-8	1.9	1.5	2.0	5.3	6.6	7.6
baseline	8	8.0	-1	word	numeric	noninformative	-9	1.8	1.9	2.0	3.8	4.3	4.5
math	5/3	1.7	1	word	word	informative	-1	2.3	2.7	2.0	1.1	3.4	5.9
