trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	24	24.0	26	numeric	numeric	noninformative	2	2.8	2.2	2.0	3.8	5.3	4.9
math	3*22	66.0	66	numeric	word	informative	0	3.0	2.2	2.0	4.0	4.3	3.6
math	8*3	24.0	24	numeric	numeric	informative	0	2.7	1.4	2.0	4.1	4.5	5.3
math	5+14	19.0	29	word	numeric	noninformative	10	2.7	1.5	2.0	3.5	5.8	4.2
baseline	16	16.0	18	word	numeric	informative	2	2.8	2.9	2.0	5.0	3.2	4.7
baseline	1	1.0	-1	numeric	numeric	informative	-2	2.7	2.4	2.0	3.9	4.1	6.3
baseline	14	14.0	14	numeric	word	noninformative	0	1.9	2.4	2.0	3.2	4.3	4.2
math	12-14	-2.0	2	word	numeric	informative	4	1.9	1.6	2.0	4.3	5.3	4.6
baseline	12	12.0	17	numeric	word	noninformative	5	2.2	1.2	2.0	4.6	6.5	4.7
math	26/25	1.0	-1	numeric	numeric	informative	-2	1.1	2.1	2.0	3.4	4.3	4.7
baseline	24	24.0	24	word	numeric	noninformative	0	1.8	2.4	2.0	5.4	3.5	6.4
math	29/22	1.3	-1	word	numeric	informative	-2	2.8	1.6	2.0	3.6	4.1	4.4
math	27-14	13.0	14	numeric	word	informative	1	1.2	2.5	2.0	6.8	2.5	4.0
math	21+22	43.0	42	word	word	noninformative	-1	2.8	1.9	2.0	3.7	4.3	4.7
math	25/7	3.6	-2	word	word	noninformative	-6	1.4	1.1	2.0	4.9	5.5	4.0
math	18-4	14.0	15	numeric	numeric	noninformative	1	1.3	2.7	2.0	6.0	4.9	6.1
math	22+17	39.0	38	word	word	noninformative	-1	2.9	1.5	2.0	3.4	6.2	4.7
math	12*6	72.0	71	word	numeric	noninformative	-1	2.9	2.3	2.0	4.3	8.0	4.0
math	10*14	140.0	137	numeric	numeric	noninformative	-3	2.5	2.0	2.0	4.9	4.7	4.7
math	13/5	2.6	2	numeric	word	informative	-1	2.8	1.2	2.0	7.3	4.6	5.6
baseline	10	10.0	8	numeric	word	noninformative	-2	2.2	2.3	2.0	6.1	2.7	3.1
math	5-12	-7.0	-9	word	word	informative	-2	2.7	1.2	2.0	5.6	5.7	5.9
math	18+13	31.0	40	word	word	informative	9	1.2	2.7	2.0	4.2	4.1	3.8
baseline	6	6.0	14	word	word	informative	8	2.8	3.0	2.0	3.2	4.2	4.2
