trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	20	20.0	14	word	numeric	informative	-6	1.8	2.7	2.0	3.9	3.4	3.0
math	13-10	3.0	13	word	word	noninformative	10	2.6	2.1	2.0	5.4	3.2	5.3
math	7-11	-4.0	6	numeric	word	informative	10	1.2	2.5	2.0	5.6	4.4	7.1
baseline	25	25.0	28	numeric	word	informative	3	1.2	2.4	2.0	3.7	4.9	3.7
math	23*29	667.0	671	numeric	numeric	noninformative	4	2.0	2.5	2.0	7.5	2.6	4.7
baseline	15	15.0	14	word	word	noninformative	-1	2.8	1.3	2.0	4.5	5.2	5.4
math	16/6	2.7	3	word	numeric	noninformative	0	2.7	1.5	2.0	4.3	3.5	3.2
baseline	25	25.0	31	numeric	numeric	informative	6	2.8	1.3	2.0	8.0	3.6	4.5
math	5+22	27.0	32	word	numeric	informative	5	1.1	2.0	2.0	6.5	2.3	5.6
math	3*20	60.0	63	numeric	numeric	informative	3	1.8	1.0	2.0	3.7	3.7	5.7
math	12/3	4.0	1	numeric	numeric	noninformative	-3	1.3	2.5	2.0	4.4	4.1	5.9
baseline	6	6.0	6	numeric	numeric	informative	0	1.8	2.8	2.0	6.8	3.9	3.4
baseline	27	27.0	26	word	numeric	noninformative	-1	2.6	2.3	2.0	4.9	6.9	6.6
math	22+5	27.0	26	word	numeric	noninformative	-1	1.9	2.9	2.0	5.2	3.6	3.7
math	28-24	4.0	0	numeric	word	informative	-4	1.3	2.5	2.0	5.9	5.5	2.9
math	19*22	418.0	427	word	word	noninformative	9	2.9	2.2	2.0	4.5	4.5	4.3
math	16/13	1.2	1	numeric	word	informative	0	1.7	2.4	2.0	7.7	3.8	3.3
baseline	25	25.0	27	word	word	noninformative	2	1.3	2.2	2.0	4.3	3.2	4.3
math	2+18	20.0	19	numeric	numeric	informative	-1	2.7	2.9	2.0	3.7	3.0	4.5
math	15/8	1.9	0	numeric	word	informative	-2	1.6	2.7	2.0	6.5	3.7	5.0
math	8+5	13.0	15	word	numeric	noninformative	2	2.7	2.2	2.0	3.6	5.3	7.1
math	9-7	2.0	3	word	word	informative	1	2.1	2.6	2.0	4.7	5.0	2.5
math	10*3	30.0	35	numeric	word	noninformative	5	2.7	1.7	2.0	5.8	4.1	5.2
baseline	7	7.0	8	word	word	noninformative	1	1.2	2.9	2.0	5.3	4.2	5.2
