trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	12/2	6.0	7	word	word	noninformative	1	2.8	4.0	2.4	6.2	0.5	5.2
math	4*11	44.0	46	numeric	word	informative	2	1.7	5.0	2.1	3.8	0.5	4.7
math	16*5	80.0	80	word	numeric	informative	0	2.6	4.5	1.2	2.8	0.5	4.8
baseline	23	23.0	24	word	numeric	noninformative	1	1.1	3.2	2.9	4.2	0.5	2.9
math	30+22	52.0	44	numeric	word	informative	-8	1.2	4.9	1.8	4.3	0.5	3.5
baseline	5	5.0	-5	numeric	word	informative	-10	2.2	5.7	1.4	4.3	0.5	4.8
math	21/9	2.3	1	numeric	word	noninformative	-1	2.1	4.1	2.4	3.4	0.5	4.3
math	28/11	2.5	6	word	numeric	informative	3	1.8	5.7	3.0	4.3	0.5	3.6
math	7+13	20.0	18	numeric	word	noninformative	-2	1.7	4.0	1.5	4.3	0.5	3.1
baseline	8	8.0	-1	word	numeric	informative	-9	2.2	5.9	2.3	2.9	0.5	4.5
math	26-30	-4.0	-13	word	numeric	noninformative	-9	1.9	4.6	2.2	2.8	0.5	2.9
baseline	2	2.0	10	word	word	informative	8	2.5	4.5	2.4	3.8	0.5	4.9
math	22/22	1.0	-2	word	word	noninformative	-3	2.0	5.0	2.9	6.7	0.5	4.8
math	5+5	10.0	9	numeric	word	noninformative	-1	2.2	5.6	1.7	3.0	0.5	6.7
baseline	27	27.0	24	numeric	word	noninformative	-3	2.3	7.0	1.5	5.5	0.5	3.3
math	29-2	27.0	32	word	numeric	noninformative	5	3.0	4.8	1.8	4.1	0.5	3.9
math	15-8	7.0	0	numeric	numeric	informative	-7	2.6	3.1	2.5	4.5	0.5	4.5
baseline	22	22.0	15	numeric	numeric	informative	-7	1.8	4.3	2.4	4.9	0.5	5.6
math	6*27	162.0	160	word	word	informative	-2	2.8	2.9	1.8	3.5	0.5	4.1
baseline	30	30.0	20	numeric	numeric	noninformative	-10	2.6	7.3	3.0	6.9	0.5	5.0
math	29*26	754.0	751	word	numeric	informative	-3	1.1	8.0	1.9	4.0	0.5	4.7
math	4+17	21.0	22	numeric	word	informative	1	2.4	3.6	1.7	3.0	0.5	6.5
math	20-10	10.0	8	numeric	numeric	noninformative	-2	2.6	3.3	2.4	4.5	0.5	6.3
baseline	1	1.0	0	word	numeric	noninformative	-1	2.5	5.4	1.2	3.1	0.5	8.1
