trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	14	14.0	15	word	numeric	informative	1	1.2	1.3	2.0	5.5	4.8	5.2
math	13/8	1.6	-2	numeric	numeric	noninformative	-4	1.3	1.8	2.0	6.5	3.9	5.0
math	3*10	30.0	32	word	word	noninformative	2	1.2	1.8	2.0	4.2	5.8	4.5
math	16-12	4.0	3	numeric	word	informative	-1	2.6	2.1	2.0	3.9	3.6	3.4
math	16-3	13.0	10	numeric	numeric	informative	-3	2.6	2.5	2.0	4.7	4.2	3.5
baseline	11	11.0	14	word	numeric	noninformative	3	1.9	2.5	2.0	6.4	5.4	4.4
math	27-8	19.0	17	numeric	numeric	informative	-2	1.2	2.2	2.0	4.8	3.9	7.1
math	28/8	3.5	0	word	numeric	informative	-3	2.8	2.1	2.0	3.6	3.5	3.3
math	21*21	441.0	435	word	numeric	noninformative	-6	2.6	2.1	2.0	4.9	4.7	2.6
baseline	13	13.0	13	word	numeric	informative	0	2.9	1.5	2.0	5.3	3.7	6.8
math	19+23	42.0	43	numeric	word	noninformative	1	2.9	3.0	2.0	5.9	5.6	4.2
math	11/1	11.0	4	numeric	word	informative	-7	1.6	1.3	2.0	3.9	3.1	4.7
math	4+22	26.0	33	word	numeric	informative	7	1.2	2.5	2.0	2.9	5.5	4.3
baseline	9	9.0	7	numeric	word	informative	-2	2.3	2.7	2.0	3.9	3.8	5.8
math	13/11	1.2	-4	numeric	numeric	noninformative	-5	2.1	1.7	2.0	3.6	4.9	3.8
math	18*14	252.0	254	word	word	informative	2	1.7	1.2	2.0	5.3	3.1	5.4
math	9*16	144.0	142	numeric	word	noninformative	-2	2.4	2.9	2.0	5.6	5.9	5.7
math	14-8	6.0	5	numeric	word	noninformative	-1	2.3	1.7	2.0	3.0	3.5	5.3
baseline	28	28.0	18	numeric	numeric	noninformative	-10	1.0	2.4	2.0	5.1	3.7	4.8
math	12+26	38.0	36	word	word	informative	-2	1.2	1.1	2.0	3.5	4.5	5.1
baseline	23	23.0	21	word	numeric	noninformative	-2	1.8	1.0	2.0	6.3	3.8	4.3
baseline	16	16.0	26	word	word	noninformative	10	2.0	1.6	2.0	5.5	4.7	7.6
math	2+18	20.0	22	word	word	informative	2	2.1	2.9	2.0	7.3	4.8	4.2
baseline	5	5.0	2	numeric	word	noninformative	-3	2.9	1.7	2.0	9.6	5.4	4.6
