trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	21*15	315.0	314	numeric	numeric	noninformative	-1	1.3	5.5	2.7	4.3	0.5	6.1
math	3+7	10.0	15	numeric	word	informative	5	2.7	3.6	1.9	3.1	0.5	6.2
math	27/3	9.0	6	word	word	noninformative	-3	2.9	3.0	2.0	4.7	0.5	4.2
baseline	12	12.0	10	numeric	numeric	noninformative	-2	2.0	3.9	1.0	5.3	0.5	6.2
baseline	28	28.0	29	word	word	informative	1	2.5	4.9	1.7	3.2	0.5	4.1
baseline	25	25.0	29	numeric	word	noninformative	4	1.7	5.0	3.0	4.2	0.5	3.9
math	23/15	1.5	4	word	numeric	noninformative	2	1.3	5.4	2.7	4.8	0.5	5.3
math	22/10	2.2	4	word	word	informative	2	2.0	4.0	1.8	5.4	0.5	3.1
math	23*21	483.0	489	word	numeric	informative	6	2.4	5.7	1.8	6.0	0.5	5.0
baseline	16	16.0	10	word	word	informative	-6	1.4	5.1	1.7	4.1	0.5	3.9
baseline	17	17.0	19	word	word	informative	2	1.7	4.9	1.9	4.0	0.5	3.5
baseline	6	6.0	7	word	numeric	noninformative	1	1.7	4.2	2.4	4.3	0.5	4.7
math	26-4	22.0	13	word	word	noninformative	-9	2.2	5.3	2.6	6.4	0.5	5.1
math	5+12	17.0	20	word	numeric	noninformative	3	1.2	4.4	2.5	6.2	0.5	3.8
math	15-22	-7.0	-9	numeric	word	informative	-2	1.2	5.0	2.9	6.2	0.5	4.1
math	22+25	47.0	53	numeric	numeric	informative	6	2.3	3.0	2.5	4.6	0.5	3.6
math	20-17	3.0	8	word	word	informative	5	1.9	5.0	1.4	5.6	0.5	4.3
math	12*29	348.0	354	word	numeric	informative	6	1.4	3.4	1.0	5.0	0.5	4.4
math	13-23	-10.0	-9	numeric	numeric	noninformative	1	2.8	3.7	1.2	4.4	0.5	4.2
baseline	2	2.0	2	numeric	numeric	noninformative	0	1.5	5.2	1.4	4.3	0.5	3.3
math	20+26	46.0	47	numeric	word	informative	1	1.0	4.6	1.8	3.8	0.5	3.1
math	4*18	72.0	76	numeric	word	noninformative	4	2.3	3.7	2.7	3.7	0.5	5.9
baseline	5	5.0	7	numeric	numeric	informative	2	2.9	5.0	1.6	4.7	0.5	4.2
math	23/18	1.3	4	numeric	numeric	noninformative	3	2.5	4.9	2.3	3.4	0.5	14.4
