trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	15	15.0	12	word	numeric	noninformative	-3	2.3	1.6	2.0	4.3	4.9	4.4
math	1*24	24.0	23	word	word	noninformative	-1	1.3	1.9	2.0	5.4	4.7	6.1
math	16+27	43.0	45	word	numeric	informative	2	2.8	2.1	2.0	5.2	6.6	3.4
math	25/25	1.0	-5	numeric	word	noninformative	-6	1.3	1.1	2.0	6.2	3.2	3.8
math	6+12	18.0	26	numeric	word	informative	8	2.1	2.6	2.0	3.4	4.7	4.1
baseline	18	18.0	13	word	numeric	noninformative	-5	2.8	1.9	2.0	4.4	6.8	5.9
math	2/1	2.0	7	numeric	word	noninformative	5	1.4	2.2	2.0	6.2	5.1	4.2
math	26-10	16.0	15	numeric	numeric	informative	-1	1.9	2.6	2.0	2.9	6.5	4.1
math	1+23	24.0	31	word	word	informative	7	2.6	2.4	2.0	3.7	5.8	4.6
math	18*22	396.0	387	numeric	word	noninformative	-9	2.0	1.6	2.0	4.3	2.8	6.0
math	27*30	810.0	816	word	word	noninformative	6	1.4	2.0	2.0	5.2	3.2	5.6
math	27-5	22.0	32	word	numeric	informative	10	2.6	1.9	2.0	3.4	5.4	4.5
math	7*16	112.0	112	numeric	word	informative	0	2.8	1.8	2.0	6.5	7.0	4.8
math	25/14	1.8	7	word	word	noninformative	5	1.3	2.0	2.0	4.0	7.6	7.2
baseline	2	2.0	1	numeric	numeric	noninformative	-1	2.7	1.1	2.0	4.5	3.3	6.8
math	27-6	21.0	20	numeric	numeric	informative	-1	2.0	1.6	2.0	4.4	5.8	5.1
baseline	19	19.0	11	numeric	numeric	informative	-8	1.6	2.0	2.0	6.5	4.8	4.1
baseline	3	3.0	4	numeric	word	informative	1	1.9	1.4	2.0	4.4	5.0	2.9
math	9+16	25.0	25	numeric	numeric	informative	0	2.1	2.4	2.0	3.3	4.1	3.9
baseline	9	9.0	2	word	word	noninformative	-7	1.9	1.7	2.0	4.4	5.7	4.0
math	22/10	2.2	2	word	numeric	noninformative	0	1.6	2.4	2.0	4.2	4.2	5.1
math	25-22	3.0	4	word	numeric	noninformative	1	2.0	2.9	2.0	3.8	2.4	4.2
baseline	28	28.0	26	word	word	informative	-2	1.3	1.7	2.0	2.7	5.1	4.2
baseline	4	4.0	3	numeric	numeric	informative	-1	1.0	2.3	2.0	5.3	5.0	6.8
