trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	3	3.0	5	numeric	numeric	noninformative	2	2.8	2.9	2.0	3.7	3.8	6.3
baseline	6	6.0	6	numeric	numeric	informative	0	1.1	2.1	2.0	4.9	5.8	3.9
baseline	13	13.0	13	numeric	word	noninformative	0	2.3	1.5	2.0	5.5	6.1	3.8
math	5+12	17.0	12	word	numeric	informative	-5	1.6	2.1	2.0	5.8	2.9	6.3
math	18*24	432.0	436	numeric	word	informative	4	2.1	1.8	2.0	4.5	3.0	3.1
baseline	10	10.0	20	word	word	noninformative	10	1.5	2.9	2.0	5.8	4.7	4.3
math	3-12	-9.0	-2	word	word	noninformative	7	2.2	1.7	2.0	4.7	7.7	4.0
math	30/4	7.5	6	numeric	word	informative	-2	2.2	2.8	2.0	5.6	4.8	4.2
math	16*18	288.0	293	word	numeric	informative	5	2.3	1.3	2.0	4.3	3.6	7.7
baseline	4	4.0	9	numeric	word	noninformative	5	2.7	2.3	2.0	5.3	3.2	5.4
baseline	19	19.0	17	numeric	word	informative	-2	2.4	2.8	2.0	4.1	5.3	3.5
math	24-11	13.0	17	word	numeric	noninformative	4	1.3	2.8	2.0	3.1	5.6	4.3
math	21-16	5.0	0	numeric	word	informative	-5	2.6	2.4	2.0	4.8	2.4	5.4
math	5-5	0.0	-1	word	numeric	noninformative	-1	1.4	2.1	2.0	4.7	7.5	4.0
math	6*22	132.0	129	numeric	numeric	informative	-3	1.0	1.8	2.0	6.1	3.6	2.4
math	14+6	20.0	20	numeric	word	noninformative	0	1.9	1.6	2.0	4.9	4.1	3.1
math	27+28	55.0	56	word	word	noninformative	1	2.4	1.6	2.0	3.7	4.6	3.2
baseline	23	23.0	24	numeric	word	informative	1	1.1	2.1	2.0	4.2	4.1	4.5
math	12*15	180.0	182	numeric	numeric	informative	2	2.6	2.4	2.0	5.1	6.1	5.4
math	28/3	9.3	12	word	numeric	informative	3	1.0	1.6	2.0	6.5	4.7	5.1
baseline	18	18.0	12	word	numeric	informative	-6	2.4	2.9	2.0	5.9	5.0	4.8
math	10/4	2.5	0	word	word	noninformative	-2	1.6	1.3	2.0	4.8	4.6	4.0
math	27+18	45.0	43	word	numeric	noninformative	-2	2.7	2.8	2.0	4.9	6.1	3.2
math	26/19	1.4	0	word	numeric	noninformative	-1	1.9	2.6	2.0	6.5	4.3	3.8
