trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	13-16	-3.0	-12	numeric	numeric	noninformative	-9	1.4	2.9	2.0	3.9	3.6	3.9
baseline	19	19.0	21	word	numeric	noninformative	2	2.2	2.3	2.0	5.2	5.3	3.6
math	14+13	27.0	26	word	numeric	informative	-1	1.9	1.8	2.0	5.4	4.7	5.8
math	3-23	-20.0	-20	word	word	noninformative	0	2.6	2.6	2.0	6.6	4.7	6.2
math	26-7	19.0	24	numeric	numeric	noninformative	5	2.6	1.6	2.0	3.9	4.2	7.7
math	4-3	1.0	3	numeric	word	noninformative	2	1.5	2.1	2.0	5.4	5.1	3.7
math	29*7	203.0	204	numeric	numeric	noninformative	1	1.6	2.7	2.0	4.5	4.4	4.7
math	23/22	1.0	9	word	numeric	informative	8	2.6	1.9	2.0	4.6	3.5	6.4
baseline	20	20.0	29	word	word	informative	9	2.9	2.6	2.0	4.7	4.3	5.1
math	19*2	38.0	34	numeric	numeric	informative	-4	2.8	1.3	2.0	3.2	5.9	6.2
baseline	11	11.0	5	word	word	informative	-6	1.7	2.4	2.0	3.8	7.3	4.0
math	26/3	8.7	10	word	numeric	informative	1	2.0	2.4	2.0	5.0	3.5	5.5
math	19+16	35.0	35	numeric	word	noninformative	0	2.4	1.4	2.0	4.9	4.7	4.1
math	5/4	1.2	0	numeric	numeric	noninformative	-1	2.4	2.8	2.0	7.4	5.7	4.8
math	5+27	32.0	30	word	word	noninformative	-2	1.7	1.9	2.0	5.8	2.6	4.3
math	4*17	68.0	66	numeric	word	informative	-2	2.1	2.8	2.0	3.4	4.7	4.6
math	12+4	16.0	19	word	numeric	informative	3	2.0	1.1	2.0	3.7	4.9	3.9
math	24*4	96.0	100	word	word	noninformative	4	1.0	1.4	2.0	4.9	3.8	3.5
baseline	21	21.0	21	numeric	word	informative	0	2.5	1.1	2.0	4.3	5.6	3.8
baseline	22	22.0	14	numeric	numeric	noninformative	-8	2.8	2.3	2.0	3.9	5.3	4.1
baseline	26	26.0	27	numeric	word	informative	1	1.7	2.2	2.0	4.8	6.4	4.1
math	22/7	3.1	-2	numeric	numeric	noninformative	-5	2.2	2.1	2.0	6.8	4.7	4.8
baseline	3	3.0	7	word	word	informative	4	1.2	1.1	2.0	3.4	5.3	3.7
baseline	20	20.0	13	word	word	informative	-7	1.7	2.1	2.0	0.6	6.2	4.6
