trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	24*9	216.0	210	numeric	word	informative	-6	1.5	1.2	2.0	5.0	2.9	3.0
baseline	16	16.0	13	word	word	noninformative	-3	1.0	2.5	2.0	4.4	4.8	7.0
baseline	12	12.0	11	numeric	word	noninformative	-1	2.2	2.8	2.0	3.7	3.5	6.5
math	20/12	1.7	-7	word	word	informative	-9	1.2	1.8	2.0	4.4	4.1	6.2
baseline	11	11.0	17	numeric	numeric	noninformative	6	2.0	2.8	2.0	3.5	4.0	6.0
math	20+11	31.0	32	numeric	numeric	informative	1	3.0	1.1	2.0	3.9	4.4	3.4
math	23-4	19.0	17	numeric	numeric	informative	-2	2.2	2.8	2.0	6.5	5.9	4.1
math	26/18	1.4	6	numeric	numeric	noninformative	5	2.4	1.5	2.0	6.6	3.1	4.5
math	28*24	672.0	669	word	numeric	informative	-3	1.1	2.6	2.0	5.4	3.4	3.1
baseline	23	23.0	17	word	numeric	informative	-6	2.4	1.1	2.0	3.2	4.6	3.5
math	27/16	1.7	-1	word	numeric	noninformative	-3	2.0	3.0	2.0	3.8	3.4	3.6
math	4+18	22.0	18	word	word	noninformative	-4	1.3	1.0	2.0	5.7	6.5	7.0
math	5+17	22.0	19	word	word	informative	-3	1.7	2.3	2.0	4.9	4.9	3.9
baseline	9	9.0	7	numeric	word	noninformative	-2	2.6	1.9	2.0	5.8	4.1	3.6
baseline	19	19.0	18	numeric	word	noninformative	-1	1.7	1.7	2.0	4.7	4.6	5.6
math	30-19	11.0	4	numeric	word	informative	-7	1.5	1.9	2.0	6.1	4.3	5.8
baseline	15	15.0	7	word	numeric	noninformative	-8	2.4	1.8	2.0	5.5	2.3	4.9
math	13*2	26.0	27	numeric	word	informative	1	2.5	2.6	2.0	5.2	5.4	5.1
math	13+14	27.0	30	word	word	noninformative	3	1.9	3.0	2.0	5.1	5.7	3.5
baseline	14	14.0	15	word	numeric	noninformative	1	2.3	2.3	2.0	4.6	5.0	5.4
math	6-4	2.0	-3	word	numeric	noninformative	-5	1.0	1.9	2.0	5.4	4.3	4.9
math	18*4	72.0	75	numeric	numeric	informative	3	2.5	2.9	2.0	3.6	4.8	5.0
math	23-4	19.0	27	numeric	numeric	informative	8	2.5	2.3	2.0	5.0	7.7	4.8
math	29/27	1.1	-1	word	word	informative	-2	1.2	1.2	2.0	7.1	3.9	4.8
