trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	21*3	63.0	64	word	word	informative	1	1.4	1.1	2.0	4.7	4.7	5.4
math	11/6	1.8	2	numeric	word	noninformative	0	3.0	2.7	2.0	6.2	3.5	3.9
math	14/9	1.6	2	word	numeric	informative	0	2.6	2.7	2.0	3.3	4.8	3.6
math	11+25	36.0	32	numeric	numeric	informative	-4	2.8	2.3	2.0	5.6	7.0	5.5
math	8-17	-9.0	-7	word	word	informative	2	2.4	2.0	2.0	5.7	4.3	4.4
baseline	26	26.0	30	word	numeric	informative	4	1.1	1.0	2.0	4.1	6.4	5.2
baseline	1	1.0	4	word	word	noninformative	3	1.3	1.1	2.0	4.7	5.9	5.2
math	8+23	31.0	29	word	word	informative	-2	1.0	1.1	2.0	4.8	3.1	7.0
baseline	11	11.0	11	word	word	informative	0	2.8	2.2	2.0	6.3	3.1	5.9
math	14+23	37.0	39	numeric	word	noninformative	2	2.2	1.2	2.0	3.9	4.5	7.5
baseline	11	11.0	13	word	numeric	informative	2	2.2	2.6	2.0	2.9	3.3	6.4
baseline	7	7.0	6	numeric	numeric	noninformative	-1	2.4	2.9	2.0	4.2	3.3	4.5
math	2*28	56.0	47	word	word	noninformative	-9	1.0	2.5	2.0	3.9	4.1	3.1
math	24/7	3.4	11	word	word	informative	8	1.3	2.1	2.0	3.9	6.0	5.2
math	17*22	374.0	369	numeric	numeric	noninformative	-5	1.1	3.0	2.0	5.5	3.5	6.7
math	30+8	38.0	29	numeric	numeric	informative	-9	2.5	1.7	2.0	5.9	4.1	4.2
baseline	28	28.0	29	word	numeric	noninformative	1	1.5	1.2	2.0	3.2	7.0	4.8
math	14/6	2.3	2	numeric	word	noninformative	0	1.5	1.4	2.0	3.6	4.4	3.6
math	10*2	20.0	22	numeric	numeric	noninformative	2	2.5	2.8	2.0	4.8	4.8	5.5
baseline	15	15.0	10	numeric	numeric	informative	-5	2.4	2.5	2.0	3.5	4.0	6.5
baseline	1	1.0	1	numeric	numeric	noninformative	0	1.1	1.7	2.0	4.3	4.2	4.1
math	19-5	14.0	7	numeric	numeric	noninformative	-7	1.9	2.6	2.0	4.8	5.2	3.9
math	9-11	-2.0	5	numeric	word	informative	7	2.7	1.8	2.0	4.3	4.8	3.6
math	9-22	-13.0	-14	word	word	noninformative	-1	2.1	1.7	2.0	7.8	6.3	3.4
