trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	11	11.0	9	numeric	word	noninformative	-2	1.5	5.1	1.5	6.5	0.5	5.7
math	2+22	24.0	24	numeric	numeric	noninformative	0	2.4	4.3	2.1	5.3	0.5	5.7
math	16-19	-3.0	-2	numeric	numeric	noninformative	1	2.3	4.6	2.3	3.3	0.5	4.3
math	8*25	200.0	199	numeric	numeric	informative	-1	2.6	5.1	1.4	3.6	0.5	4.6
baseline	22	22.0	23	numeric	word	noninformative	1	2.7	4.6	2.5	5.6	0.5	4.6
math	16*20	320.0	323	word	word	informative	3	1.7	4.8	1.7	4.2	0.5	4.9
math	29*25	725.0	725	word	numeric	noninformative	0	1.8	3.4	1.6	4.9	0.5	4.0
baseline	25	25.0	23	word	numeric	informative	-2	2.5	4.2	1.6	4.1	0.5	5.3
math	25*14	350.0	351	numeric	word	noninformative	1	1.6	4.7	2.9	5.8	0.5	5.5
math	16+13	29.0	33	numeric	word	noninformative	4	1.6	4.6	1.2	2.8	0.5	4.7
math	25-14	11.0	10	word	word	informative	-1	2.1	4.4	1.7	4.3	0.5	2.4
math	18/11	1.6	3	numeric	word	informative	1	1.1	5.8	3.0	5.8	0.5	4.7
math	8/7	1.1	3	numeric	word	informative	2	1.8	4.0	3.0	4.9	0.5	4.5
baseline	7	7.0	6	numeric	word	noninformative	-1	2.7	4.2	1.4	3.9	0.5	4.5
baseline	7	7.0	7	numeric	numeric	informative	0	2.0	2.6	1.3	2.8	0.5	6.6
math	5-5	0.0	-1	word	numeric	informative	-1	1.3	3.9	2.4	3.4	0.5	4.1
math	1+19	20.0	12	numeric	word	informative	-8	1.8	5.0	2.3	5.3	0.5	3.3
math	8-6	2.0	3	word	word	noninformative	1	2.6	4.7	2.2	3.6	0.5	4.5
baseline	1	1.0	0	word	numeric	noninformative	-1	1.7	4.1	2.0	7.2	0.5	4.6
baseline	10	10.0	9	word	word	informative	-1	2.8	4.7	3.0	7.8	0.5	3.7
math	23+11	34.0	33	word	numeric	noninformative	-1	1.4	3.9	2.5	3.8	0.5	3.3
math	25/18	1.4	-2	word	numeric	informative	-3	1.1	5.0	2.8	3.6	0.5	4.4
math	14/10	1.4	0	word	numeric	informative	-1	1.5	3.1	2.1	5.5	0.5	4.5
baseline	12	12.0	17	word	numeric	noninformative	5	2.4	3.5	2.5	3.0	0.5	14.3
