trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	19/15	1.3	0	numeric	word	informative	-1	1.5	5.2	1.6	7.2	0.5	4.7
math	7-24	-17.0	-16	word	word	informative	1	1.4	4.1	2.6	5.4	0.5	4.4
math	9+20	29.0	32	word	numeric	informative	3	2.8	3.9	1.5	4.3	0.5	3.5
math	12-29	-17.0	-13	word	numeric	noninformative	4	2.4	3.7	1.4	3.9	0.5	6.3
math	14*15	210.0	206	numeric	numeric	informative	-4	2.1	4.4	1.9	5.4	0.5	6.2
math	14*30	420.0	416	word	word	informative	-4	2.7	4.3	3.0	3.2	0.5	3.1
baseline	10	10.0	8	word	word	noninformative	-2	2.4	3.2	1.7	3.8	0.5	7.1
math	17-8	9.0	7	word	word	informative	-2	2.0	5.6	2.8	5.5	0.5	5.4
baseline	10	10.0	8	numeric	numeric	informative	-2	2.5	5.3	1.7	6.1	0.5	7.3
math	12+18	30.0	36	word	numeric	informative	6	2.9	4.3	1.7	2.9	0.5	7.2
math	25/15	1.7	8	numeric	word	noninformative	6	2.0	3.8	1.9	3.8	0.5	6.4
math	5+23	28.0	25	word	numeric	noninformative	-3	2.9	3.6	1.0	3.7	0.5	3.4
baseline	4	4.0	-3	word	numeric	noninformative	-7	2.0	4.7	2.2	4.3	0.5	5.7
baseline	22	22.0	14	numeric	word	noninformative	-8	2.0	3.2	1.1	2.7	0.5	4.7
math	30-27	3.0	1	numeric	word	noninformative	-2	1.7	6.5	1.3	4.2	0.5	4.3
math	21+30	51.0	57	numeric	numeric	noninformative	6	2.9	5.0	1.6	4.2	0.5	3.0
math	10*27	270.0	272	word	numeric	informative	2	1.5	5.1	2.8	3.4	0.5	4.2
math	21/13	1.6	0	numeric	numeric	informative	-2	1.8	5.3	1.6	4.3	0.5	3.6
baseline	7	7.0	17	numeric	word	informative	10	2.7	3.5	1.5	4.8	0.5	4.4
baseline	5	5.0	6	word	numeric	noninformative	1	1.8	4.1	2.0	3.7	0.5	4.5
baseline	5	5.0	15	numeric	numeric	informative	10	1.5	3.4	2.3	4.9	0.5	4.1
math	8*21	168.0	165	word	word	noninformative	-3	2.1	5.1	2.7	3.9	0.5	3.9
math	23/2	11.5	14	numeric	word	noninformative	2	1.6	4.7	1.8	4.3	0.5	4.0
baseline	19	19.0	16	numeric	word	noninformative	-3	1.1	4.5	2.6	4.1	0.5	13.5
