trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	27-18	9.0	10	word	word	informative	1	1.7	4.7	2.7	6.6	0.5	7.3
math	27/7	3.9	-1	numeric	word	noninformative	-5	1.8	3.8	2.8	3.2	0.5	4.9
baseline	15	15.0	15	numeric	numeric	noninformative	0	1.2	4.1	2.2	5.3	0.5	5.6
math	10/2	5.0	0	numeric	word	informative	-5	1.6	4.7	1.2	5.9	0.5	3.5
math	3-3	0.0	1	numeric	numeric	informative	1	2.9	4.7	2.7	4.3	0.5	3.9
math	7+27	34.0	32	word	word	informative	-2	3.0	4.5	1.5	7.3	0.5	5.4
math	24+26	50.0	53	word	numeric	noninformative	3	1.8	3.8	2.5	4.8	0.5	4.3
math	23/17	1.4	8	word	word	noninformative	7	1.0	4.0	1.8	4.1	0.5	4.9
math	17/5	3.4	-5	word	numeric	noninformative	-8	2.1	5.4	2.5	4.2	0.5	6.9
baseline	26	26.0	33	numeric	word	informative	7	1.3	3.1	2.6	4.5	0.5	4.4
baseline	22	22.0	21	word	word	noninformative	-1	2.7	2.9	1.1	5.4	0.5	3.2
baseline	27	27.0	31	word	numeric	informative	4	1.1	4.4	2.8	3.5	0.5	4.2
baseline	10	10.0	8	word	numeric	noninformative	-2	1.4	3.7	2.4	3.5	0.5	4.3
baseline	4	4.0	1	numeric	numeric	noninformative	-3	2.3	5.6	2.9	4.1	0.5	2.7
math	9-4	5.0	9	numeric	numeric	informative	4	2.1	2.6	2.8	5.6	0.5	4.3
math	2-15	-13.0	-8	word	numeric	noninformative	5	2.7	5.3	1.1	5.4	0.5	3.7
baseline	29	29.0	28	word	word	informative	-1	1.9	3.8	2.6	3.4	0.5	4.3
math	22*15	330.0	327	numeric	word	informative	-3	2.2	7.2	1.3	3.2	0.5	5.1
math	20*28	560.0	558	word	word	informative	-2	1.6	3.8	2.0	2.8	0.5	2.6
math	10*14	140.0	140	word	word	informative	0	1.9	4.6	2.6	3.3	0.5	6.0
math	11*30	330.0	329	numeric	numeric	noninformative	-1	2.1	6.6	1.1	3.5	0.5	2.7
baseline	14	14.0	6	numeric	numeric	noninformative	-8	1.0	5.3	2.3	4.4	0.5	3.8
math	12+1	13.0	16	numeric	word	informative	3	1.8	5.4	2.7	4.7	0.5	5.7
math	13+17	30.0	30	numeric	numeric	noninformative	0	2.4	3.2	2.4	5.4	0.5	14.5
