trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	13*20	260.0	268	word	numeric	noninformative	8	2.3	4.6	2.8	5.2	0.5	4.2
math	26/6	4.3	1	word	word	noninformative	-3	1.2	4.2	2.1	4.3	0.5	3.8
math	24/16	1.5	-4	word	word	noninformative	-6	1.5	3.5	2.2	3.7	0.5	2.8
math	18/4	4.5	4	numeric	word	informative	-1	1.2	2.8	2.0	5.0	0.5	5.1
baseline	25	25.0	15	numeric	numeric	noninformative	-10	1.7	3.5	1.3	6.8	0.5	2.8
baseline	16	16.0	17	numeric	word	noninformative	1	2.8	4.4	2.8	3.1	0.5	5.7
baseline	1	1.0	3	word	word	informative	2	2.1	5.0	1.6	4.8	0.5	5.4
math	5*7	35.0	31	numeric	numeric	noninformative	-4	1.7	3.3	2.5	3.5	0.5	3.2
baseline	27	27.0	18	numeric	numeric	informative	-9	1.4	5.8	2.0	4.2	0.5	3.2
baseline	21	21.0	20	numeric	word	noninformative	-1	2.0	4.9	1.8	2.4	0.5	5.2
baseline	30	30.0	29	numeric	numeric	informative	-1	2.9	5.0	2.6	5.2	0.5	6.7
math	14+19	33.0	33	word	numeric	informative	0	2.9	4.3	2.4	4.4	0.5	6.7
baseline	18	18.0	10	word	word	noninformative	-8	3.0	3.4	2.6	4.3	0.5	3.7
math	4*23	92.0	86	word	word	informative	-6	2.7	3.8	2.6	3.4	0.5	4.7
math	10+2	12.0	10	numeric	numeric	noninformative	-2	1.0	2.9	1.9	5.6	0.5	4.4
math	3-28	-25.0	-28	word	word	informative	-3	1.0	3.9	1.2	6.3	0.5	3.0
math	17-3	14.0	14	word	numeric	noninformative	0	2.0	3.0	1.3	5.0	0.5	5.0
math	25-25	0.0	0	numeric	numeric	informative	0	1.8	6.2	2.9	3.1	0.5	6.5
math	9*20	180.0	170	word	numeric	noninformative	-10	2.8	5.3	2.7	5.7	0.5	4.5
math	11-12	-1.0	0	numeric	word	informative	1	1.6	5.1	2.6	4.7	0.5	2.9
math	1+2	3.0	5	word	numeric	informative	2	1.5	3.5	1.6	3.9	0.5	3.1
math	20/20	1.0	0	numeric	word	noninformative	-1	2.7	5.2	2.7	4.2	0.5	5.6
math	27+7	34.0	32	numeric	numeric	informative	-2	1.1	6.5	1.9	5.0	0.5	2.7
baseline	30	30.0	31	word	word	informative	1	2.5	8.0	2.0	4.5	0.5	15.2
