trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	11-22	-11.0	-11	word	numeric	informative	0	1.9	6.1	1.3	3.6	0.5	5.8
math	22/11	2.0	0	numeric	numeric	noninformative	-2	1.1	4.6	2.2	5.9	0.5	4.6
baseline	12	12.0	11	word	word	noninformative	-1	2.1	3.2	1.5	4.1	0.5	4.1
math	28/26	1.1	6	word	numeric	informative	5	1.9	4.6	1.2	4.0	0.5	6.5
baseline	27	27.0	27	numeric	numeric	informative	0	1.8	4.2	1.4	5.8	0.5	3.6
math	2-29	-27.0	-25	word	word	informative	2	1.7	5.5	1.7	5.8	0.5	6.7
math	1*26	26.0	31	numeric	numeric	noninformative	5	1.4	4.8	1.9	4.8	0.5	4.1
math	26/13	2.0	-6	word	word	noninformative	-8	2.2	3.1	1.4	4.2	0.5	4.8
math	22*28	616.0	618	numeric	word	informative	2	1.6	4.7	2.3	3.6	0.5	4.9
baseline	29	29.0	30	numeric	word	informative	1	1.5	5.9	2.0	3.5	0.5	3.4
baseline	8	8.0	1	word	word	noninformative	-7	2.2	4.2	2.0	4.3	0.5	5.2
math	21/8	2.6	9	numeric	word	informative	6	2.1	3.7	1.8	6.0	0.5	6.4
math	24+21	45.0	50	word	numeric	noninformative	5	1.3	2.9	2.6	3.6	0.5	3.9
math	21*14	294.0	291	numeric	word	informative	-3	2.0	3.2	2.2	4.4	0.5	4.5
math	15+5	20.0	22	numeric	numeric	noninformative	2	1.4	4.6	1.3	3.3	0.5	3.4
baseline	23	23.0	17	numeric	numeric	noninformative	-6	2.6	5.6	2.4	3.6	0.5	2.8
math	14-8	6.0	1	word	word	informative	-5	2.7	4.9	2.9	6.2	0.5	4.5
math	6+26	32.0	39	numeric	numeric	noninformative	7	2.0	5.0	2.0	3.9	0.5	5.9
math	15-22	-7.0	-9	word	word	noninformative	-2	2.7	3.8	2.8	4.6	0.5	4.4
baseline	30	30.0	23	word	numeric	noninformative	-7	1.2	4.0	1.7	6.3	0.5	6.8
baseline	16	16.0	18	word	word	informative	2	2.0	3.6	2.1	5.1	0.5	4.6
baseline	18	18.0	15	numeric	numeric	informative	-3	1.1	3.8	1.9	4.7	0.5	6.3
math	13+23	36.0	36	numeric	word	informative	0	1.9	3.6	1.9	4.1	0.5	5.9
math	4*5	20.0	18	word	numeric	noninformative	-2	1.2	5.0	2.6	4.3	0.5	13.9
