trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	26/10	2.6	7	numeric	word	noninformative	4	2.9	2.9	2.0	7.2	4.0	4.7
math	17+12	29.0	34	numeric	word	noninformative	5	1.5	2.9	2.0	3.9	3.6	3.0
baseline	23	23.0	22	word	word	informative	-1	1.4	1.4	2.0	4.8	4.1	4.8
math	8-12	-4.0	-5	word	numeric	informative	-1	2.7	2.8	2.0	3.3	6.2	3.1
math	5*30	150.0	155	numeric	numeric	noninformative	5	2.2	1.8	2.0	5.0	4.8	3.6
baseline	24	24.0	14	numeric	word	informative	-10	1.6	2.2	2.0	7.3	5.2	4.7
baseline	16	16.0	17	numeric	numeric	informative	1	2.7	1.6	2.0	7.4	6.0	4.6
baseline	12	12.0	3	word	numeric	informative	-9	2.6	1.1	2.0	3.7	4.5	5.4
baseline	7	7.0	9	numeric	numeric	informative	2	1.8	1.4	2.0	3.7	4.7	3.6
math	2*28	56.0	58	word	numeric	informative	2	1.5	2.9	2.0	3.6	3.1	4.5
baseline	2	2.0	4	numeric	numeric	noninformative	2	2.1	1.7	2.0	4.4	4.8	5.6
math	8+29	37.0	37	numeric	numeric	noninformative	0	2.6	3.0	2.0	4.7	4.5	7.9
math	11-21	-10.0	-10	numeric	word	informative	0	2.2	1.9	2.0	3.4	6.0	7.8
baseline	13	13.0	12	word	word	noninformative	-1	2.2	2.9	2.0	3.7	3.3	4.5
math	21/16	1.3	3	numeric	numeric	noninformative	2	2.5	2.8	2.0	5.3	5.8	3.2
math	13+3	16.0	22	word	word	noninformative	6	2.9	2.9	2.0	6.6	4.8	2.3
math	28/21	1.3	0	word	word	noninformative	-1	2.8	2.0	2.0	3.8	4.9	3.0
math	30/17	1.8	1	word	word	informative	-1	2.1	1.1	2.0	5.8	4.8	3.5
math	19-6	13.0	23	word	word	informative	10	2.0	2.9	2.0	3.2	4.9	3.6
math	21-19	2.0	0	numeric	numeric	noninformative	-2	1.7	1.8	2.0	3.6	3.1	4.9
baseline	22	22.0	21	numeric	word	informative	-1	2.2	1.7	2.0	6.4	6.7	4.3
math	5*27	135.0	137	word	word	noninformative	2	2.0	2.8	2.0	5.5	5.5	3.9
math	26*19	494.0	493	word	numeric	noninformative	-1	2.6	1.2	2.0	6.0	5.7	3.7
math	25+2	27.0	28	word	numeric	informative	1	2.7	1.2	2.0	3.0	3.3	3.8
