trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	18*1	18.0	20	word	word	noninformative	2	1.4	2.8	2.0	3.3	3.9	4.6
math	29+28	57.0	55	numeric	word	informative	-2	1.8	1.7	2.0	7.2	5.0	4.2
baseline	11	11.0	13	numeric	numeric	noninformative	2	1.3	2.2	2.0	4.1	4.0	5.3
baseline	1	1.0	-1	word	word	informative	-2	2.3	1.5	2.0	5.0	6.3	6.2
math	16/2	8.0	10	word	numeric	informative	2	1.7	1.3	2.0	2.9	4.9	4.4
math	7-8	-1.0	7	word	word	noninformative	8	1.4	1.2	2.0	4.3	3.0	4.6
math	18/6	3.0	5	word	word	noninformative	2	2.9	2.7	2.0	3.1	2.9	3.4
math	17+10	27.0	27	numeric	numeric	noninformative	0	2.7	2.8	2.0	4.5	5.6	5.9
baseline	26	26.0	27	numeric	word	informative	1	1.3	2.9	2.0	6.1	5.2	3.2
math	12-27	-15.0	-24	word	word	noninformative	-9	2.7	2.4	2.0	5.1	4.6	4.2
baseline	19	19.0	20	numeric	numeric	noninformative	1	1.4	1.7	2.0	4.0	4.7	6.0
math	23/10	2.3	2	numeric	word	noninformative	0	2.7	1.8	2.0	7.9	5.5	3.3
math	19-6	13.0	15	numeric	word	informative	2	2.1	1.5	2.0	5.5	3.2	4.8
baseline	4	4.0	2	numeric	numeric	noninformative	-2	1.8	2.9	2.0	5.7	2.3	4.2
math	28/20	1.4	2	numeric	word	noninformative	1	1.3	1.6	2.0	3.7	6.4	7.0
math	11+18	29.0	26	numeric	numeric	noninformative	-3	2.8	2.7	2.0	4.6	3.2	4.6
math	25-18	7.0	4	word	numeric	informative	-3	2.5	1.4	2.0	4.7	4.4	6.7
baseline	20	20.0	22	word	numeric	informative	2	1.6	2.0	2.0	3.3	3.7	3.7
math	4*4	16.0	6	word	numeric	noninformative	-10	1.7	1.6	2.0	5.4	4.3	4.4
math	30*23	690.0	690	numeric	numeric	informative	0	1.7	2.3	2.0	5.1	6.2	3.8
math	25+25	50.0	51	word	numeric	informative	1	1.7	2.4	2.0	3.2	7.3	2.6
math	2*10	20.0	19	word	word	informative	-1	2.5	1.6	2.0	7.3	4.1	4.2
baseline	18	18.0	23	word	numeric	informative	5	2.7	2.1	2.0	3.2	5.1	5.1
baseline	5	5.0	2	numeric	word	informative	-3	2.3	1.2	2.0	9.6	2.9	7.5
