trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	16*23	368.0	370	numeric	numeric	informative	2	1.2	3.1	1.4	3.5	0.5	4.9
baseline	29	29.0	28	numeric	numeric	informative	-1	2.6	5.5	1.9	4.4	0.5	2.7
math	18*23	414.0	413	numeric	numeric	informative	-1	1.2	4.6	2.3	4.6	0.5	4.2
math	16+27	43.0	36	word	numeric	informative	-7	2.7	3.4	1.6	4.4	0.5	4.7
baseline	20	20.0	15	word	word	noninformative	-5	1.7	4.4	1.3	6.0	0.5	4.1
math	17+12	29.0	37	word	numeric	informative	8	2.7	3.3	2.9	2.8	0.5	5.8
baseline	23	23.0	16	numeric	word	noninformative	-7	2.9	3.2	1.9	5.4	0.5	4.2
baseline	17	17.0	18	word	numeric	noninformative	1	2.4	4.0	1.9	4.8	0.5	4.1
math	18+24	42.0	44	word	word	noninformative	2	2.4	3.6	1.7	4.6	0.5	4.4
baseline	9	9.0	4	word	word	noninformative	-5	2.5	5.3	2.0	7.0	0.5	5.0
baseline	7	7.0	4	word	word	noninformative	-3	2.3	5.3	1.4	3.8	0.5	4.4
math	1+17	18.0	23	word	word	noninformative	5	2.8	4.7	1.3	3.8	0.5	3.6
math	22-25	-3.0	-12	numeric	numeric	noninformative	-9	1.6	3.4	2.6	3.4	0.5	5.4
math	15/8	1.9	-3	numeric	word	informative	-5	2.6	4.3	2.9	4.0	0.5	4.9
math	1-29	-28.0	-26	word	word	noninformative	2	1.3	4.2	1.5	4.4	0.5	4.3
baseline	1	1.0	-3	numeric	word	informative	-4	1.3	4.4	2.8	5.7	0.5	3.9
baseline	12	12.0	12	numeric	numeric	informative	0	1.6	4.2	2.3	4.0	0.5	4.1
math	28*15	420.0	413	word	numeric	informative	-7	1.0	4.8	1.3	4.6	0.5	3.0
math	27/7	3.9	-1	numeric	word	noninformative	-5	1.2	4.7	2.0	5.6	0.5	4.8
math	23-26	-3.0	5	word	numeric	noninformative	8	1.2	7.7	2.0	3.2	0.5	6.2
math	19/4	4.8	9	numeric	numeric	noninformative	4	2.5	6.9	1.5	7.9	0.5	7.6
math	14/8	1.8	1	word	numeric	informative	-1	1.6	4.6	2.0	5.4	0.5	4.0
math	10*10	100.0	100	numeric	word	informative	0	2.4	5.4	1.7	5.6	0.5	5.0
math	20-30	-10.0	-13	numeric	word	informative	-3	2.9	4.6	2.7	5.2	0.5	7.5
