trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
baseline	10	10.0	13	word	word	noninformative	3	2.7	5.8	1.1	5.0	0.5	3.6
math	8+22	30.0	32	word	numeric	informative	2	2.9	5.3	1.4	4.4	0.5	4.5
math	30/30	1.0	1	numeric	word	informative	0	2.7	5.5	1.8	4.6	0.5	4.3
baseline	3	3.0	8	word	numeric	noninformative	5	2.1	5.7	2.8	6.1	0.5	3.3
math	27/21	1.3	-8	numeric	word	informative	-9	1.5	4.9	1.7	4.1	0.5	4.4
math	20*9	180.0	179	word	numeric	informative	-1	1.0	3.0	3.0	3.5	0.5	5.5
math	1-19	-18.0	-15	numeric	word	noninformative	3	1.9	4.8	1.1	5.1	0.5	3.8
baseline	1	1.0	2	word	word	noninformative	1	1.8	2.5	1.7	3.7	0.5	5.2
math	25-28	-3.0	-13	numeric	numeric	informative	-10	2.0	5.7	1.8	4.0	0.5	4.8
baseline	22	22.0	25	numeric	word	informative	3	2.0	5.7	2.5	3.4	0.5	3.5
baseline	13	13.0	18	word	numeric	informative	5	2.1	4.1	2.9	3.8	0.5	5.2
baseline	17	17.0	7	word	numeric	informative	-10	2.1	4.8	1.6	3.5	0.5	3.1
baseline	1	1.0	3	numeric	numeric	informative	2	2.5	3.5	1.9	3.8	0.5	2.8
math	3+18	21.0	16	numeric	word	noninformative	-5	2.4	3.8	1.5	4.8	0.5	4.8
math	10-21	-11.0	-15	word	word	noninformative	-4	2.2	4.3	2.6	5.5	0.5	4.6
math	26*3	78.0	77	word	numeric	noninformative	-1	1.9	3.5	2.3	3.1	0.5	3.0
math	2-16	-14.0	-12	numeric	word	informative	2	1.6	3.3	1.1	4.8	0.5	5.4
math	1*5	5.0	3	word	word	informative	-2	2.9	6.1	2.2	7.7	0.5	4.6
math	20*19	380.0	380	word	word	noninformative	0	1.7	5.0	2.6	5.8	0.5	6.1
baseline	17	17.0	11	numeric	numeric	noninformative	-6	1.4	4.0	1.1	3.1	0.5	5.3
math	10+29	39.0	35	numeric	numeric	noninformative	-4	1.1	6.2	1.9	6.2	0.5	7.7
math	24/12	2.0	3	word	numeric	noninformative	1	3.0	2.9	2.6	4.4	0.5	5.5
math	8/2	4.0	4	numeric	numeric	informative	0	1.3	3.7	3.0	5.4	0.5	4.7
math	27+16	43.0	50	numeric	word	noninformative	7	1.6	4.1	2.2	5.0	0.5	10.5
