trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	8	8.0	9	numeric	numeric	informative	1	1.2	1.3	2.0	3.0	4.3	5.2
baseline	21	21.0	23	numeric	word	informative	2	2.1	2.8	2.0	4.9	3.8	4.7
baseline	19	19.0	25	word	word	noninformative	6	2.8	2.7	2.0	3.7	3.5	4.5
math	4*28	112.0	116	numeric	numeric	noninformative	4	2.6	2.6	2.0	4.3	4.2	5.0
math	29*10	290.0	291	numeric	word	noninformative	1	1.8	1.1	2.0	6.4	4.7	7.0
math	11+2	13.0	22	numeric	numeric	noninformative	9	1.8	1.4	2.0	5.7	7.8	6.8
baseline	23	23.0	19	word	word	informative	-4	1.2	2.7	2.0	5.4	5.8	5.2
baseline	30	30.0	32	word	word	noninformative	2	1.3	2.5	2.0	2.4	5.8	4.7
math	3+12	15.0	9	word	numeric	informative	-6	2.3	1.2	2.0	5.5	3.3	2.5
math	14+2	16.0	18	word	word	informative	2	2.1	1.7	2.0	5.2	5.6	5.5
math	25-3	22.0	23	numeric	word	informative	1	2.3	1.3	2.0	5.6	4.2	4.9
baseline	1	1.0	0	word	numeric	informative	-1	2.2	2.9	2.0	4.8	5.9	6.7
math	6*21	126.0	135	numeric	numeric	informative	9	3.0	1.0	2.0	4.3	5.0	5.5
math	17*9	153.0	159	numeric	word	noninformative	6	2.1	2.1	2.0	5.1	3.1	5.0
math	24/7	3.4	-2	word	word	informative	-5	1.6	3.0	2.0	3.9	2.3	5.0
math	3+20	23.0	25	numeric	numeric	noninformative	2	1.8	2.9	2.0	6.6	5.9	7.3
math	18/13	1.4	4	word	numeric	noninformative	3	2.3	1.1	2.0	4.3	4.0	4.2
math	17-3	14.0	13	numeric	numeric	noninformative	-1	2.2	1.4	2.0	5.5	7.3	3.2
math	26-28	-2.0	0	word	word	informative	2	1.3	2.2	2.0	7.3	3.2	3.6
math	25-15	10.0	9	numeric	numeric	informative	-1	1.5	1.6	2.0	5.2	4.0	5.6
math	21/7	3.0	3	word	numeric	informative	0	1.9	1.6	2.0	6.4	3.2	6.1
baseline	29	29.0	34	word	word	noninformative	5	1.1	1.1	2.0	4.7	3.4	3.5
math	15/11	1.4	6	numeric	word	noninformative	5	1.8	1.6	2.0	3.6	4.1	5.2
baseline	18	18.0	13	word	numeric	noninformative	-5	2.0	1.6	2.0	2.7	4.1	4.4
