trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	13-6	7.0	9	numeric	numeric	noninformative	2	2.4	2.3	2.0	6.6	5.3	4.1
math	12/9	1.3	4	numeric	numeric	noninformative	3	1.0	1.3	2.0	6.2	5.9	4.3
math	27/13	2.1	2	word	word	noninformative	0	2.4	2.1	2.0	5.7	3.0	5.4
baseline	1	1.0	-9	numeric	numeric	informative	-10	2.9	2.1	2.0	4.9	5.4	6.0
math	25+14	39.0	36	numeric	word	informative	-3	2.5	2.6	2.0	3.6	5.5	4.6
math	22*1	22.0	21	numeric	numeric	noninformative	-1	2.6	1.4	2.0	5.5	3.1	5.1
math	2+12	14.0	17	word	numeric	noninformative	3	2.7	1.8	2.0	4.4	3.7	5.0
math	24*28	672.0	673	word	numeric	informative	1	1.3	1.8	2.0	7.1	4.0	4.2
math	25/25	1.0	-5	numeric	word	noninformative	-6	2.3	2.8	2.0	5.4	4.4	5.4
baseline	20	20.0	23	word	numeric	informative	3	1.8	1.5	2.0	3.1	4.5	2.8
math	19+8	27.0	20	numeric	numeric	noninformative	-7	2.9	2.3	2.0	6.0	4.7	4.8
baseline	18	18.0	23	word	word	noninformative	5	2.6	2.4	2.0	6.7	4.4	2.5
baseline	29	29.0	30	word	word	noninformative	1	2.1	2.5	2.0	5.6	4.5	3.4
baseline	17	17.0	14	numeric	numeric	informative	-3	1.1	2.5	2.0	4.5	3.9	4.9
baseline	11	11.0	10	word	word	informative	-1	1.5	1.5	2.0	6.3	5.3	3.2
baseline	9	9.0	9	word	word	informative	0	1.1	2.9	2.0	3.9	4.0	3.2
math	28-23	5.0	3	numeric	word	noninformative	-2	1.8	2.9	2.0	3.6	5.0	7.3
math	26+22	48.0	49	word	word	informative	1	1.3	2.1	2.0	4.2	7.7	3.6
math	15-4	11.0	12	numeric	numeric	informative	1	1.2	2.8	2.0	2.6	3.5	5.5
math	24/5	4.8	0	word	word	informative	-5	2.1	1.7	2.0	4.9	3.4	7.3
math	8*24	192.0	192	numeric	word	noninformative	0	2.0	2.2	2.0	4.0	6.5	5.6
math	6-8	-2.0	0	word	numeric	noninformative	2	2.4	2.7	2.0	4.5	3.9	2.6
baseline	27	27.0	23	word	word	informative	-4	1.9	1.0	2.0	4.5	4.3	3.0
math	26*23	598.0	599	numeric	numeric	informative	1	2.8	2.8	2.0	7.0	3.0	3.8
