trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	24*5	120.0	122	numeric	word	noninformative	2	2.8	5.3	2.1	3.0	0.5	4.9
subtraction	13-29	-16.0	-16	word	numeric	noninformative	0	1.9	4.1	2.0	5.2	0.5	6.6
subtraction	2-23	-21.0	-24	word	numeric	informative	-3	2.8	3.9	1.5	5.2	0.5	4.3
division	16/14	1.1	7	numeric	word	informative	6	2.8	2.8	1.9	4.3	0.5	4.0
addition	21+14	35.0	36	word	numeric	noninformative	1	1.2	4.5	1.7	6.9	0.5	3.9
division	26/7	3.7	2	numeric	numeric	noninformative	-2	1.9	3.6	1.7	4.7	0.5	3.5
division	29/25	1.2	8	numeric	word	noninformative	7	1.1	7.4	1.8	4.2	0.5	4.4
subtraction	1-2	-1.0	0	word	word	informative	1	1.9	4.5	2.5	4.3	0.5	5.1
addition	11+6	17.0	15	numeric	numeric	noninformative	-2	1.3	5.2	1.9	5.4	0.5	5.1
division	13/11	1.2	-3	numeric	word	informative	-4	1.3	2.7	1.3	3.3	0.5	4.6
addition	3+29	32.0	33	word	word	informative	1	1.5	6.7	2.2	2.9	0.5	6.5
subtraction	25-19	6.0	2	numeric	numeric	informative	-4	2.2	2.9	1.1	3.4	0.5	8.0
multiplication	2*9	18.0	18	numeric	numeric	noninformative	0	2.7	3.9	2.3	5.9	0.5	3.4
multiplication	5*9	45.0	49	numeric	word	noninformative	4	2.1	3.8	2.4	6.3	0.5	3.1
addition	6+20	26.0	26	word	numeric	informative	0	2.8	4.2	1.1	5.0	0.5	5.4
multiplication	1*6	6.0	5	word	numeric	informative	-1	2.8	4.8	2.2	7.8	0.5	4.6
addition	4+16	20.0	26	word	word	informative	6	1.5	3.7	1.2	4.1	0.5	4.9
multiplication	20*9	180.0	179	numeric	numeric	noninformative	-1	1.5	3.6	2.0	5.8	0.5	3.7
division	16/8	2.0	1	word	word	noninformative	-1	2.5	3.5	1.6	4.1	0.5	4.0
division	21/1	21.0	15	word	numeric	informative	-6	1.2	5.7	1.4	3.3	0.5	5.6
addition	8+30	38.0	35	word	numeric	noninformative	-3	3.0	3.6	2.7	5.4	0.5	3.5
subtraction	9-5	4.0	7	word	word	noninformative	3	2.7	4.3	1.1	4.1	0.5	5.4
multiplication	16*1	16.0	23	numeric	word	informative	7	1.2	4.1	2.0	5.0	0.5	5.5
subtraction	4-27	-23.0	-23	numeric	word	informative	0	2.5	4.9	1.8	3.6	0.5	2.8
