trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	5	5.0	8	word	numeric	informative	3	1.3	2.0	2.0	4.1	4.1	6.3
math	2-11	-9.0	-11	word	numeric	informative	-2	2.6	1.4	2.0	5.0	6.4	6.5
math	16/10	1.6	-6	word	numeric	noninformative	-8	3.0	2.1	2.0	3.2	3.6	3.5
math	22/6	3.7	-2	numeric	word	informative	-6	1.4	2.3	2.0	4.1	7.2	4.0
math	25/11	2.3	2	word	word	informative	0	2.0	1.6	2.0	6.1	5.1	5.2
math	15*16	240.0	242	numeric	numeric	noninformative	2	2.4	2.8	2.0	4.3	4.6	6.1
math	1+9	10.0	4	word	word	informative	-6	2.0	2.4	2.0	5.2	6.1	3.3
math	8+7	15.0	15	word	numeric	noninformative	0	1.2	2.7	2.0	3.3	4.2	3.8
baseline	30	30.0	40	word	word	noninformative	10	1.4	2.5	2.0	6.7	4.1	2.7
math	3+24	27.0	36	numeric	word	noninformative	9	3.0	2.9	2.0	3.8	3.0	4.4
math	12*18	216.0	220	numeric	numeric	noninformative	4	2.2	2.5	2.0	4.1	3.7	4.7
math	25-10	15.0	15	word	numeric	informative	0	2.1	1.2	2.0	5.2	3.9	5.6
math	16*30	480.0	482	numeric	word	informative	2	2.1	3.0	2.0	7.2	5.0	5.7
math	27/21	1.3	7	word	numeric	noninformative	6	1.5	2.6	2.0	5.2	5.0	5.0
baseline	27	27.0	29	word	word	informative	2	2.8	2.8	2.0	4.3	5.4	4.6
math	26*1	26.0	19	word	numeric	informative	-7	1.6	2.4	2.0	5.6	5.2	4.2
math	13+6	19.0	21	numeric	word	noninformative	2	1.6	3.0	2.0	4.3	4.2	5.1
math	13-28	-15.0	-10	numeric	numeric	noninformative	5	1.6	1.5	2.0	2.3	4.3	3.7
baseline	12	12.0	11	word	word	informative	-1	1.4	1.3	2.0	6.7	4.1	3.6
baseline	2	2.0	-2	numeric	numeric	informative	-4	1.9	2.4	2.0	4.0	5.3	3.2
baseline	28	28.0	35	numeric	word	noninformative	7	1.2	1.3	2.0	4.5	6.3	2.8
baseline	1	1.0	3	numeric	numeric	noninformative	2	2.1	1.6	2.0	6.4	4.4	3.3
math	23-7	16.0	16	numeric	word	informative	0	2.3	1.6	2.0	3.3	5.9	4.9
baseline	30	30.0	36	numeric	word	noninformative	6	3.0	2.9	2.0	8.3	2.6	4.4
