trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	27	27.0	31	word	numeric	noninformative	4	2.4	2.6	2.0	5.1	4.2	7.0
math	25-23	2.0	-8	numeric	word	noninformative	-10	2.1	1.8	2.0	4.2	6.6	3.1
baseline	24	24.0	27	numeric	numeric	informative	3	1.5	2.6	2.0	4.6	4.8	7.7
math	3-12	-9.0	1	numeric	numeric	informative	10	2.8	2.4	2.0	5.6	3.6	4.9
math	22/16	1.4	4	numeric	numeric	informative	3	1.7	1.9	2.0	4.3	2.8	3.6
math	6+20	26.0	29	word	numeric	noninformative	3	2.3	1.8	2.0	4.6	4.8	3.4
math	28+13	41.0	43	word	word	informative	2	1.8	1.7	2.0	3.4	3.6	3.3
math	22+3	25.0	22	word	numeric	informative	-3	2.7	2.7	2.0	3.8	3.8	3.5
math	4*5	20.0	23	numeric	numeric	noninformative	3	2.2	2.4	2.0	4.5	3.4	7.3
math	4*26	104.0	105	word	numeric	informative	1	1.8	1.5	2.0	3.1	3.6	4.0
baseline	10	10.0	8	word	numeric	noninformative	-2	1.7	2.2	2.0	6.4	6.7	4.5
baseline	24	24.0	34	word	word	noninformative	10	3.0	2.5	2.0	3.7	4.1	3.9
math	1-23	-22.0	-20	word	word	noninformative	2	2.4	2.1	2.0	3.8	3.5	3.9
math	21/12	1.8	9	numeric	word	informative	7	1.9	2.1	2.0	5.0	5.0	5.5
baseline	19	19.0	12	numeric	word	informative	-7	2.1	2.9	2.0	2.9	3.3	3.0
math	16/9	1.8	9	word	word	noninformative	7	2.8	2.8	2.0	3.5	4.8	4.5
math	3+14	17.0	23	numeric	word	informative	6	2.6	2.1	2.0	3.6	7.8	4.4
baseline	6	6.0	-4	word	numeric	informative	-10	2.4	1.5	2.0	4.4	4.1	5.2
math	1-22	-21.0	-21	numeric	numeric	noninformative	0	1.8	2.3	2.0	4.7	4.2	4.9
math	20/4	5.0	4	word	numeric	noninformative	-1	1.8	2.5	2.0	5.2	4.0	6.4
math	3*29	87.0	85	numeric	word	informative	-2	2.6	2.1	2.0	3.4	5.5	6.5
baseline	6	6.0	12	numeric	word	noninformative	6	2.5	2.8	2.0	7.6	3.4	4.3
baseline	24	24.0	18	numeric	word	informative	-6	1.9	1.8	2.0	5.6	2.9	5.6
math	30*5	150.0	150	word	word	noninformative	0	1.5	2.4	2.0	8.3	4.5	5.5
