trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
math	29/20	1.4	-2	numeric	numeric	noninformative	-3	2.8	2.2	2.0	3.9	3.2	4.8
baseline	10	10.0	12	numeric	word	informative	2	1.2	2.6	2.0	4.1	5.4	5.0
math	22+9	31.0	34	word	numeric	noninformative	3	2.1	1.0	2.0	3.2	5.1	3.7
math	14-10	4.0	0	word	word	informative	-4	2.9	2.5	2.0	4.4	5.3	6.3
math	16+26	42.0	45	numeric	word	informative	3	2.5	2.5	2.0	5.9	4.0	6.9
math	4+25	29.0	20	word	word	informative	-9	2.6	1.8	2.0	4.7	6.9	5.0
math	7*8	56.0	62	word	numeric	noninformative	6	2.4	2.1	2.0	3.1	4.9	3.2
baseline	24	24.0	23	numeric	word	informative	-1	2.5	2.0	2.0	5.8	7.1	5.7
math	29-24	5.0	8	numeric	numeric	noninformative	3	1.6	1.1	2.0	6.4	3.8	4.6
math	28-8	20.0	24	word	word	informative	4	2.5	1.8	2.0	4.8	7.1	3.9
math	27/15	1.8	5	numeric	numeric	informative	3	1.5	2.8	2.0	4.7	5.2	3.8
math	28/17	1.6	0	word	numeric	noninformative	-2	3.0	2.2	2.0	5.2	3.6	3.5
math	18-29	-11.0	-7	numeric	numeric	informative	4	2.2	1.4	2.0	4.3	5.5	4.9
baseline	25	25.0	26	numeric	numeric	informative	1	1.9	2.2	2.0	4.6	3.5	3.7
baseline	11	11.0	19	numeric	word	noninformative	8	1.9	1.3	2.0	3.8	3.5	3.2
math	14*4	56.0	55	numeric	word	noninformative	-1	2.2	2.4	2.0	6.8	6.1	4.0
math	30/8	3.8	2	word	word	noninformative	-2	2.0	2.5	2.0	5.6	5.0	2.9
baseline	17	17.0	20	word	word	noninformative	3	1.7	1.0	2.0	3.5	4.4	4.9
baseline	20	20.0	24	word	numeric	noninformative	4	1.6	2.4	2.0	3.2	5.0	5.4
math	6+12	18.0	9	numeric	numeric	noninformative	-9	2.3	1.8	2.0	2.4	3.8	7.2
baseline	21	21.0	30	word	word	informative	9	2.7	1.1	2.0	3.8	4.0	3.9
math	26*17	442.0	443	word	numeric	informative	1	2.6	2.5	2.0	4.4	2.9	4.2
baseline	24	24.0	27	word	numeric	noninformative	3	2.3	2.6	2.0	3.2	4.8	5.5
math	14*15	210.0	208	numeric	word	informative	-2	2.0	2.4	2.0	7.7	4.8	6.2
