trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	30-30	0.0	9	numeric	numeric	noninformative	9	1.2	3.3	1.2	3.8	0.5	7.8
baseline	14	14.0	22	numeric	numeric	noninformative	8	1.3	3.3	1.6	3.8	0.5	6.0
math	10+24	34.0	44	numeric	numeric	informative	10	2.2	6.3	2.9	5.7	0.5	6.3
math	14-24	-10.0	-2	numeric	word	noninformative	8	2.1	3.0	2.7	6.6	0.5	3.2
math	20/15	1.3	2	numeric	numeric	noninformative	1	2.5	2.8	2.9	3.8	0.5	6.5
baseline	4	4.0	2	word	numeric	noninformative	-2	2.6	4.4	2.3	5.0	0.5	3.9
baseline	23	23.0	23	word	numeric	informative	0	2.3	4.5	2.2	4.6	0.5	6.3
math	22*11	242.0	240	numeric	numeric	informative	-2	2.4	3.1	2.6	3.1	0.5	3.0
math	1*2	2.0	3	numeric	word	informative	1	1.0	5.7	2.3	4.0	0.5	3.5
baseline	7	7.0	11	word	word	informative	4	1.7	4.0	2.8	3.5	0.5	4.2
math	22+14	36.0	37	word	word	noninformative	1	1.3	3.0	1.2	2.7	0.5	3.1
math	14+11	25.0	27	word	numeric	informative	2	2.9	3.8	2.7	4.6	0.5	4.0
math	11*10	110.0	112	word	numeric	informative	2	2.7	6.3	1.5	3.6	0.5	5.2
math	9-23	-14.0	-16	word	word	informative	-2	1.5	7.2	1.9	5.9	0.5	4.1
math	29/2	14.5	10	numeric	numeric	noninformative	-4	1.5	3.8	2.3	5.2	0.5	4.4
math	28-13	15.0	13	numeric	word	informative	-2	2.8	3.7	1.5	4.4	0.5	5.2
baseline	2	2.0	-6	numeric	word	noninformative	-8	1.6	3.8	2.5	3.3	0.5	4.2
math	30/21	1.4	3	word	word	noninformative	2	2.6	3.2	1.7	5.6	0.5	3.5
baseline	19	19.0	15	word	numeric	informative	-4	2.7	3.4	2.8	6.8	0.5	2.4
math	8/3	2.7	2	word	numeric	informative	-1	1.5	4.4	1.3	5.0	0.5	3.5
baseline	21	21.0	25	numeric	word	noninformative	4	1.6	5.5	2.5	6.3	0.5	3.9
math	4+26	30.0	35	word	word	informative	5	2.9	3.1	2.1	5.4	0.5	5.7
math	26*12	312.0	316	numeric	word	noninformative	4	3.0	3.1	1.8	4.0	0.5	3.8
baseline	13	13.0	9	word	word	noninformative	-4	2.4	4.3	2.6	5.7	0.5	14.7
