trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	13	13.0	14	numeric	word	noninformative	1	1.3	2.0	2.0	4.0	5.1	2.7
math	15*10	150.0	151	numeric	word	informative	1	1.3	2.9	2.0	3.9	2.9	5.2
math	11+5	16.0	17	word	numeric	noninformative	1	2.2	1.4	2.0	3.8	3.5	6.9
baseline	30	30.0	29	numeric	numeric	informative	-1	2.6	2.4	2.0	5.1	4.4	7.4
math	28/11	2.5	4	word	numeric	informative	1	3.0	1.4	2.0	3.5	6.3	3.8
math	21+24	45.0	42	word	word	informative	-3	2.4	2.0	2.0	3.5	5.5	5.5
baseline	11	11.0	7	numeric	word	noninformative	-4	1.5	2.3	2.0	4.6	4.4	3.8
math	18*24	432.0	435	numeric	word	informative	3	2.7	1.4	2.0	4.7	5.4	5.0
math	29/2	14.5	16	word	numeric	noninformative	1	1.7	2.9	2.0	5.1	6.3	4.9
baseline	12	12.0	11	numeric	word	informative	-1	1.8	3.0	2.0	4.7	6.0	4.7
math	24-28	-4.0	-6	numeric	numeric	noninformative	-2	1.8	2.9	2.0	4.5	5.2	6.3
math	28-11	17.0	22	word	word	noninformative	5	2.8	2.7	2.0	4.9	5.1	3.8
math	11-1	10.0	19	word	numeric	informative	9	1.9	1.1	2.0	4.9	4.2	3.6
math	13+14	27.0	26	word	numeric	informative	-1	1.1	2.4	2.0	4.7	5.3	3.7
math	18+8	26.0	22	numeric	word	informative	-4	1.8	1.1	2.0	4.4	5.7	3.1
baseline	7	7.0	2	numeric	word	informative	-5	1.8	2.6	2.0	2.3	5.5	6.8
math	29/28	1.0	9	numeric	numeric	noninformative	8	2.8	2.9	2.0	2.8	5.8	4.8
math	12/3	4.0	8	numeric	word	noninformative	4	1.9	1.4	2.0	3.8	7.7	2.6
math	2-26	-24.0	-20	word	numeric	noninformative	4	1.8	1.4	2.0	3.5	4.6	2.9
math	1*4	4.0	-2	numeric	word	noninformative	-6	2.2	2.0	2.0	4.0	6.1	5.0
baseline	3	3.0	11	word	numeric	noninformative	8	2.0	2.0	2.0	4.8	6.7	4.4
baseline	1	1.0	4	word	numeric	noninformative	3	1.1	1.4	2.0	4.4	5.1	4.2
math	24*2	48.0	52	word	numeric	informative	4	1.1	1.6	2.0	6.4	3.9	4.6
baseline	13	13.0	15	word	word	informative	2	2.4	1.5	2.0	6.5	6.4	4.7
