trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
math	12*15	180.0	182	numeric	word	informative	2	1.8	4.4	2.1	4.5	0.5	5.4
math	22/9	2.4	3	numeric	word	noninformative	1	1.3	3.4	3.0	4.1	0.5	4.5
math	6+16	22.0	19	word	word	noninformative	-3	1.6	5.8	2.0	4.6	0.5	4.9
baseline	20	20.0	23	word	numeric	informative	3	1.3	5.6	1.4	6.8	0.5	4.1
baseline	11	11.0	11	word	word	noninformative	0	1.0	4.0	2.2	3.6	0.5	5.6
baseline	20	20.0	27	numeric	numeric	informative	7	2.2	4.3	2.9	5.6	0.5	3.3
baseline	4	4.0	3	numeric	word	informative	-1	1.4	3.4	3.0	4.0	0.5	4.3
math	8+23	31.0	31	word	numeric	noninformative	0	1.2	2.9	1.3	3.7	0.5	4.8
baseline	27	27.0	28	numeric	word	informative	1	1.4	5.5	2.7	4.9	0.5	5.8
math	20*1	20.0	17	numeric	numeric	informative	-3	1.5	3.4	1.8	5.2	0.5	4.6
baseline	13	13.0	15	numeric	numeric	noninformative	2	3.0	5.7	1.8	2.6	0.5	4.8
math	6*20	120.0	120	numeric	word	noninformative	0	1.1	5.8	1.1	4.3	0.5	4.2
math	26-28	-2.0	-5	word	word	informative	-3	2.9	4.8	1.5	7.4	0.5	6.0
math	24+25	49.0	50	numeric	numeric	informative	1	1.4	5.6	2.0	5.8	0.5	3.7
math	21-21	0.0	0	word	numeric	noninformative	0	1.2	3.9	1.1	7.2	0.5	5.4
math	16*28	448.0	442	numeric	numeric	noninformative	-6	2.9	4.1	2.9	4.4	0.5	3.2
math	2-9	-7.0	-9	word	word	informative	-2	2.6	4.4	1.3	3.0	0.5	5.3
baseline	7	7.0	9	word	numeric	informative	2	2.4	4.1	2.7	4.9	0.5	6.9
math	12+13	25.0	26	word	word	informative	1	2.3	3.7	1.2	4.1	0.5	4.2
math	11-21	-10.0	-4	word	numeric	noninformative	6	2.5	3.8	2.5	5.9	0.5	4.1
baseline	6	6.0	11	word	numeric	informative	5	1.5	2.8	1.7	4.2	0.5	5.1
math	29/27	1.1	-2	numeric	numeric	noninformative	-3	1.1	4.1	2.7	4.7	0.5	4.6
math	21/14	1.5	10	word	word	noninformative	9	2.6	4.6	1.3	3.5	0.5	4.2
math	27/3	9.0	0	numeric	word	noninformative	-9	1.7	3.1	1.9	3.5	0.5	15.3
