trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	13	13.0	4	word	numeric	noninformative	-9	1.6	2.8	2.0	3.5	5.1	6.9
baseline	29	29.0	28	numeric	word	noninformative	-1	2.5	1.3	2.0	5.0	5.8	2.6
baseline	21	21.0	19	word	word	noninformative	-2	2.8	2.2	2.0	4.4	4.2	4.5
math	2+15	17.0	25	word	word	informative	8	2.4	2.1	2.0	5.1	4.6	4.8
math	22-2	20.0	23	numeric	word	noninformative	3	2.6	2.8	2.0	6.4	4.5	4.5
math	8-18	-10.0	-14	word	numeric	informative	-4	2.8	2.0	2.0	5.1	4.7	4.9
math	28-13	15.0	15	numeric	numeric	noninformative	0	2.5	1.5	2.0	3.7	4.2	4.4
baseline	15	15.0	15	numeric	numeric	informative	0	1.6	2.1	2.0	3.0	6.1	5.0
math	4-18	-14.0	-9	numeric	numeric	noninformative	5	1.6	2.4	2.0	6.9	5.5	4.3
baseline	9	9.0	11	word	word	informative	2	2.4	1.9	2.0	4.4	2.6	3.6
math	1+6	7.0	4	numeric	word	informative	-3	2.1	1.5	2.0	4.2	3.0	5.4
baseline	4	4.0	5	word	word	noninformative	1	3.0	2.2	2.0	3.7	3.4	6.2
math	10*9	90.0	92	word	numeric	informative	2	2.9	2.0	2.0	5.0	4.8	5.0
baseline	10	10.0	10	word	word	noninformative	0	2.7	1.9	2.0	5.1	5.7	3.6
math	22/8	2.8	11	word	word	informative	8	1.6	1.7	2.0	4.0	3.2	4.2
math	19/1	19.0	21	numeric	numeric	informative	2	2.4	1.7	2.0	4.5	4.3	4.0
math	8+25	33.0	37	numeric	word	informative	4	1.1	1.8	2.0	6.4	3.2	4.1
baseline	25	25.0	22	numeric	numeric	noninformative	-3	2.0	2.1	2.0	4.2	3.7	5.5
math	23/22	1.0	4	numeric	numeric	informative	3	1.4	2.8	2.0	7.1	4.7	6.2
math	6+30	36.0	35	word	numeric	informative	-1	2.9	2.4	2.0	5.1	3.7	2.9
math	9*25	225.0	223	numeric	word	noninformative	-2	3.0	1.6	2.0	5.0	4.2	3.9
math	26*27	702.0	701	word	numeric	noninformative	-1	1.2	1.3	2.0	6.9	4.7	4.0
math	12*24	288.0	287	word	word	informative	-1	1.8	1.4	2.0	4.0	7.1	6.3
math	23/12	1.9	2	numeric	numeric	noninformative	0	2.7	2.6	2.0	5.0	4.4	4.4
