trial_type	equation	solution	comparison	equation_representation	comparison_representation	feedback	rounded_difference	duration	comparison_duration	feedback_duration	iti	isi1	isi2
baseline	12	12.0	9	numeric	word	noninformative	-3	2.9	1.7	2.0	4.0	6.1	5.2
math	22*17	374.0	369	numeric	word	noninformative	-5	2.2	1.9	2.0	3.3	4.2	6.4
math	9/6	1.5	0	word	word	noninformative	-1	1.6	1.0	2.0	4.8	4.1	3.3
math	11+8	19.0	14	numeric	word	noninformative	-5	3.0	1.7	2.0	6.1	5.0	4.4
math	12*23	276.0	281	numeric	numeric	informative	5	1.7	2.8	2.0	3.1	3.8	5.6
math	22/6	3.7	-5	numeric	word	informative	-9	1.6	1.5	2.0	5.9	3.9	3.8
baseline	20	20.0	18	numeric	word	informative	-2	1.5	2.4	2.0	4.8	4.8	4.1
math	22/1	22.0	20	numeric	numeric	informative	-2	2.9	2.6	2.0	7.6	3.5	3.2
baseline	4	4.0	2	word	word	informative	-2	2.3	2.5	2.0	4.4	3.5	7.0
math	17-3	14.0	16	word	numeric	noninformative	2	2.4	2.0	2.0	6.8	3.5	4.0
math	19*25	475.0	477	word	word	informative	2	1.4	1.3	2.0	5.2	4.0	6.9
baseline	4	4.0	-1	word	numeric	informative	-5	1.8	2.4	2.0	4.8	3.9	7.3
math	28-17	11.0	5	numeric	word	noninformative	-6	2.9	1.0	2.0	5.5	3.7	3.9
math	16+6	22.0	30	word	word	informative	8	1.8	2.9	2.0	4.8	4.0	6.3
math	18-21	-3.0	-4	word	numeric	noninformative	-1	2.3	1.2	2.0	4.3	4.9	4.2
baseline	5	5.0	3	numeric	word	informative	-2	1.5	2.6	2.0	4.5	2.6	4.3
baseline	29	29.0	27	word	numeric	noninformative	-2	1.0	2.1	2.0	4.8	4.6	3.3
math	7/1	7.0	-3	word	word	noninformative	-10	1.6	1.3	2.0	5.1	6.3	7.7
math	22*8	176.0	174	word	numeric	informative	-2	1.5	2.9	2.0	2.7	5.3	4.3
math	30+4	34.0	35	word	numeric	informative	1	2.3	2.0	2.0	4.9	5.5	4.0
math	19+13	32.0	30	numeric	numeric	noninformative	-2	2.7	2.0	2.0	6.6	3.3	6.2
baseline	15	15.0	16	numeric	numeric	noninformative	1	1.9	1.1	2.0	4.0	5.7	5.7
math	8-6	2.0	4	numeric	numeric	noninformative	2	3.0	2.4	2.0	5.0	4.4	4.4
baseline	13	13.0	12	word	numeric	informative	-1	1.1	1.3	2.0	3.6	4.1	5.7
